evid,evname,prefor,lat,lon,depth,time,nass,ndef,mb,ms,ml,Unknown,UTCtime
121890,201801021710,121890,32.971,35.611,17.0, 1/02/2018 (002) 17:10:56.270,12,12,,1.1,,(002),2018-01-02T17:10:56.270000Z
121891,201801061919,121891,33.674,35.675,1.0, 1/06/2018 (006) 19:21:12.630,17,17,,2.0,1.0,(006),2018-01-06T19:21:12.630000Z
121892,201801070037,121892,33.866,35.328,8.0, 1/07/2018 (007)  0:38:28.050,22,22,,2.7,2.9,(007),2018-01-07T00:38:28.050000Z
121893,201801070209,121893,33.615,35.115,4.0, 1/07/2018 (007)  2:11:20.360,21,21,,2.1,2.0,(007),2018-01-07T02:11:20.360000Z
121894,201801070657,121894,33.081,35.619,0.0, 1/07/2018 (007)  6:58:51.110,7,7,,1.0,,(007),2018-01-07T06:58:51.110000Z
121895,201801072135,121895,29.962,35.08,11.0, 1/07/2018 (007) 21:37:37.440,19,19,,1.7,1.8,(007),2018-01-07T21:37:37.440000Z
121896,201801100308,121896,34.874,33.915,8.0, 1/10/2018 (010)  3:09:13.870,26,26,,2.8,,(010),2018-01-10T03:09:13.870000Z
121897,201801100535,121897,30.191,35.222,9.0, 1/10/2018 (010)  5:37:52.650,14,14,,1.7,,(010),2018-01-10T05:37:52.650000Z
121898,201801102009,121898,32.675,35.191,18.0, 1/10/2018 (010) 20:10:50.410,14,14,,1.6,1.4,(010),2018-01-10T20:10:50.410000Z
121899,201801110612,121899,30.037,35.12,16.0, 1/11/2018 (011)  6:14:01.970,10,10,,1.5,,(011),2018-01-11T06:14:01.970000Z
121900,201801110625,121900,30.052,35.13,17.0, 1/11/2018 (011)  6:26:48.060,8,8,,1.0,,(011),2018-01-11T06:26:48.060000Z
121901,201801121404,121901,33.519,35.875,5.0, 1/12/2018 (012) 14:05:56.490,7,7,,1.5,,(012),2018-01-12T14:05:56.490000Z
121902,201801122302,121902,32.936,35.139,1.0, 1/12/2018 (012) 23:03:55.680,13,13,,1.1,,(012),2018-01-12T23:03:55.680000Z
121903,201801130157,121903,30.201,35.203,17.0, 1/13/2018 (013)  1:58:43.390,10,10,,1.3,,(013),2018-01-13T01:58:43.390000Z
121904,201801131248,121904,32.376,35.564,14.0, 1/13/2018 (013) 12:49:51.890,10,10,,1.5,,(013),2018-01-13T12:49:51.890000Z
121905,201801140006,121905,32.748,35.359,18.0, 1/14/2018 (014)  0:08:49.810,14,14,,0.9,,(014),2018-01-14T00:08:49.810000Z
121906,201801141753,121906,33.559,34.975,9.0, 1/14/2018 (014) 17:54:57.070,13,13,,1.7,,(014),2018-01-14T17:54:57.070000Z
121907,201801150916,121907,33.107,35.619,6.0, 1/15/2018 (015)  9:17:19.730,17,17,,1.5,,(015),2018-01-15T09:17:19.730000Z
121908,201801151112,121908,29.917,35.027,1.0, 1/15/2018 (015) 11:14:41.830,10,10,,1.3,,(015),2018-01-15T11:14:41.830000Z
121909,201801161656,121909,32.988,35.667,9.0, 1/16/2018 (016) 16:57:17.330,10,10,,0.8,,(016),2018-01-16T16:57:17.330000Z
121910,201801170007,121910,32.836,35.646,16.0, 1/17/2018 (017)  0:09:02.900,11,11,,0.9,,(017),2018-01-17T00:09:02.900000Z
121911,201801171439,121911,29.454,32.034,15.0, 1/17/2018 (017) 14:40:23.810,10,10,,2.5,,(017),2018-01-17T14:40:23.810000Z
121912,201801171739,121912,34.025,35.011,7.0, 1/17/2018 (017) 17:41:10.740,17,17,,1.8,,(017),2018-01-17T17:41:10.740000Z
121913,201801180411,121913,32.947,35.562,0.0, 1/18/2018 (018)  4:13:31.100,9,9,,0.8,,(018),2018-01-18T04:13:31.100000Z
121914,201801181618,121914,29.738,35.06,0.0, 1/18/2018 (018) 16:20:09.610,10,10,,1.1,,(018),2018-01-18T16:20:09.610000Z
121915,201801182047,121915,34.84,32.605,31.0, 1/18/2018 (018) 20:47:24.710,27,27,,3.1,,(018),2018-01-18T20:47:24.710000Z
121916,201801201558,121916,32.109,35.396,0.0, 1/20/2018 (020) 16:00:17.120,3,3,,0.9,,(020),2018-01-20T16:00:17.120000Z
121917,201801211413,121917,34.27,33.21,20.0, 1/21/2018 (021) 14:13:26.730,27,27,,2.3,2.1,(021),2018-01-21T14:13:26.730000Z
121918,201801211436,121918,34.27,33.14,20.0, 1/21/2018 (021) 14:36:34.740,24,24,,2.3,2.1,(021),2018-01-21T14:36:34.740000Z
121919,201801212316,121919,31.406,35.325,6.0, 1/21/2018 (021) 23:17:32.480,24,24,,1.5,1.5,(021),2018-01-21T23:17:32.480000Z
121920,201801231618,121920,30.535,35.364,9.0, 1/23/2018 (023) 16:20:05.010,16,16,,1.4,1.3,(023),2018-01-23T16:20:05.010000Z
121921,201801241546,121921,34.155,34.444,31.0, 1/24/2018 (024) 15:47:38.420,34,34,,2.6,,(024),2018-01-24T15:47:38.420000Z
121922,201801250827,121922,33.381,35.823,6.0, 1/25/2018 (025)  8:28:39.630,7,7,,1.6,,(025),2018-01-25T08:28:39.630000Z
121923,201801251957,121923,32.922,35.67,4.0, 1/25/2018 (025) 19:58:40.020,22,22,,1.9,1.8,(025),2018-01-25T19:58:40.020000Z
121924,201801260810,121924,30.529,35.098,10.0, 1/26/2018 (026)  8:12:09.920,6,6,,1.1,,(026),2018-01-26T08:12:09.920000Z
121925,201801262242,121925,29.983,35.165,10.0, 1/26/2018 (026) 22:44:02.930,22,22,,2.3,2.2,(026),2018-01-26T22:44:02.930000Z
121926,201801271307,121926,34.687,33.917,6.0, 1/27/2018 (027) 13:08:30.920,33,33,,2.1,,(027),2018-01-27T13:08:30.920000Z
121927,201801271518,121927,34.925,32.798,21.0, 1/27/2018 (027) 15:19:29.100,34,34,,2.4,,(027),2018-01-27T15:19:29.100000Z
121928,201801271543,121928,33.074,35.598,7.0, 1/27/2018 (027) 15:44:59.520,10,10,,1.2,,(027),2018-01-27T15:44:59.520000Z
121929,201801281340,121929,33.443,35.762,21.0, 1/28/2018 (028) 13:41:50.130,8,8,,1.6,,(028),2018-01-28T13:41:50.130000Z
121930,201801291720,121930,32.842,35.407,1.0, 1/29/2018 (029) 17:21:45.870,20,20,,1.7,1.7,(029),2018-01-29T17:21:45.870000Z
121931,201801300136,121931,33.755,32.535,40.0, 1/30/2018 (030)  1:37:36.490,34,34,,2.2,,(030),2018-01-30T01:37:36.490000Z
121932,201801301619,121932,33.503,35.719,0.0, 1/30/2018 (030) 16:20:16.920,16,16,,1.9,,(030),2018-01-30T16:20:16.920000Z
121933,201801302213,121933,32.825,35.546,11.0, 1/30/2018 (030) 22:14:04.740,8,8,,0.6,,(030),2018-01-30T22:14:04.740000Z
121934,201801311541,121934,32.609,35.191,15.0, 1/31/2018 (031) 15:42:37.070,19,19,,1.7,,(031),2018-01-31T15:42:37.070000Z
121935,201802011719,121935,30.965,35.395,2.0, 2/01/2018 (032) 17:20:58.510,20,20,,1.7,,(032),2018-02-01T17:20:58.510000Z
121936,201802011945,121936,30.774,35.28,8.0, 2/01/2018 (032) 19:46:58.240,22,22,,1.6,,(032),2018-02-01T19:46:58.240000Z
121937,201802022302,121937,33.075,35.631,0.0, 2/02/2018 (033) 23:04:02.610,9,9,,0.3,,(033),2018-02-02T23:04:02.610000Z
121938,201802040628,121938,29.556,35.016,19.0, 2/04/2018 (035)  6:30:10.200,10,10,,1.7,,(035),2018-02-04T06:30:10.200000Z
121939,201802040629,121939,29.551,34.861,19.0, 2/04/2018 (035)  6:30:17.470,10,10,,1.9,1.6,(035),2018-02-04T06:30:17.470000Z
121940,201802041144,121940,33.439,35.652,4.0, 2/04/2018 (035) 11:45:34.060,8,8,,1.6,,(035),2018-02-04T11:45:34.060000Z
121941,201802050137,121941,31.514,35.527,8.0, 2/05/2018 (036)  1:38:37.120,31,31,,1.4,,(036),2018-02-05T01:38:37.120000Z
121942,201802050832,121942,28.83,33.291,3.0, 2/05/2018 (036)  8:34:33.400,8,8,,2.3,,(036),2018-02-05T08:34:33.400000Z
121943,201802051324,121943,28.98,33.272,1.0, 2/05/2018 (036) 13:24:12.450,10,10,,2.1,,(036),2018-02-05T13:24:12.450000Z
121944,201802051851,121944,33.243,35.721,5.0, 2/05/2018 (036) 18:53:32.140,11,11,,1.5,,(036),2018-02-05T18:53:32.140000Z
121945,201802070221,121945,32.417,36.699,10.0, 2/07/2018 (038)  2:22:41.000,15,15,,1.7,,(038),2018-02-07T02:22:41.000000Z
121946,201802070239,121946,29.468,34.896,5.0, 2/07/2018 (038)  2:41:03.080,10,10,,1.1,,(038),2018-02-07T02:41:03.080000Z
121947,201802070402,121947,32.403,36.685,3.0, 2/07/2018 (038)  4:04:05.070,18,18,,2.2,1.9,(038),2018-02-07T04:04:05.070000Z
121948,201802071100,121948,29.541,35.003,17.0, 2/07/2018 (038) 11:01:21.840,20,20,,2.5,2.5,(038),2018-02-07T11:01:21.840000Z
121949,201802080115,121949,34.318,34.578,30.0, 2/08/2018 (039)  1:16:04.480,18,18,,1.8,,(039),2018-02-08T01:16:04.480000Z
121950,201802080918,121950,33.687,35.986,12.0, 2/08/2018 (039)  9:20:08.740,9,9,,1.7,,(039),2018-02-08T09:20:08.740000Z
121951,201802091015,121951,29.344,32.786,1.0, 2/09/2018 (040) 10:15:21.050,14,14,,3.2,3.3,(040),2018-02-09T10:15:21.050000Z
121952,201802091906,121952,34.93,33.679,1.0, 2/09/2018 (040) 19:07:26.360,12,12,,2.8,,(040),2018-02-09T19:07:26.360000Z
121953,201802092057,121953,32.865,35.63,4.0, 2/09/2018 (040) 20:59:41.280,13,13,,1.1,,(040),2018-02-09T20:59:41.280000Z
121954,201802100418,121954,31.1,35.519,21.0, 2/10/2018 (041)  4:19:42.460,27,27,,2.4,2.3,(041),2018-02-10T04:19:42.460000Z
121955,201802102054,121955,34.735,32.445,10.0, 2/10/2018 (041) 20:54:37.120,28,28,,2.6,,(041),2018-02-10T20:54:37.120000Z
121956,201802102148,121956,34.701,32.579,1.0, 2/10/2018 (041) 21:49:07.340,20,20,,2.6,,(041),2018-02-10T21:49:07.340000Z
121957,201802111525,121957,29.737,34.999,22.0, 2/11/2018 (042) 15:26:14.690,10,10,,1.1,,(042),2018-02-11T15:26:14.690000Z
121958,201802111904,121958,31.391,35.308,10.0, 2/11/2018 (042) 19:05:05.590,10,10,,1.1,,(042),2018-02-11T19:05:05.590000Z
121959,201802130337,121959,33.518,34.408,30.0, 2/13/2018 (044)  3:38:58.230,15,15,,1.7,,(044),2018-02-13T03:38:58.230000Z
121960,201802130505,121960,29.581,34.789,8.0, 2/13/2018 (044)  5:06:46.230,10,10,,1.1,,(044),2018-02-13T05:06:46.230000Z
121961,201802140404,121961,32.584,35.243,16.0, 2/14/2018 (045)  4:05:13.870,24,24,,1.3,,(045),2018-02-14T04:05:13.870000Z
121962,201802140420,121962,34.091,32.671,2.0, 2/14/2018 (045)  4:20:13.290,9,9,,1.6,,(045),2018-02-14T04:20:13.290000Z
121963,201802170020,121963,34.574,33.344,18.0, 2/17/2018 (048)  0:20:26.490,35,35,,2.4,,(048),2018-02-17T00:20:26.490000Z
121964,201802170146,121964,32.864,35.531,9.0, 2/17/2018 (048)  1:46:51.000,5,5,,0.9,,(048),2018-02-17T01:46:51.000000Z
121965,201802172014,121965,27.671,34.954,60.0, 2/17/2018 (048) 20:15:17.740,13,13,,2.3,,(048),2018-02-17T20:15:17.740000Z
121966,201802182210,121966,29.68,34.974,19.0, 2/18/2018 (049) 22:11:56.390,8,8,,0.6,,(049),2018-02-18T22:11:56.390000Z
121967,201802191101,121967,29.658,35.051,6.0, 2/19/2018 (050) 11:02:03.190,8,8,,1.4,,(050),2018-02-19T11:02:03.190000Z
121968,201802200305,121968,29.213,34.838,5.0, 2/20/2018 (051)  3:06:41.950,20,20,,2.0,1.8,(051),2018-02-20T03:06:41.950000Z
121969,201802201829,121969,29.565,34.925,19.0, 2/20/2018 (051) 18:29:58.900,10,10,,1.6,,(051),2018-02-20T18:29:58.900000Z
121970,201802202328,121970,34.732,34.12,5.0, 2/20/2018 (051) 23:29:05.070,33,33,,2.1,,(051),2018-02-20T23:29:05.070000Z
121971,201802210709,121971,30.071,35.114,22.0, 2/21/2018 (052)  7:11:28.130,8,8,,0.9,,(052),2018-02-21T07:11:28.130000Z
121972,201802210838,121972,30.063,35.114,23.0, 2/21/2018 (052)  8:40:23.200,8,8,,1.1,,(052),2018-02-21T08:40:23.200000Z
121973,201802211027,121973,30.062,35.143,22.0, 2/21/2018 (052) 10:28:51.670,10,10,,1.1,,(052),2018-02-21T10:28:51.670000Z
121974,201802211033,121974,30.063,35.111,21.0, 2/21/2018 (052) 10:34:50.500,12,12,,1.0,,(052),2018-02-21T10:34:50.500000Z
121975,201802211035,121975,30.068,35.113,21.0, 2/21/2018 (052) 10:36:25.390,12,12,,1.4,,(052),2018-02-21T10:36:25.390000Z
121976,201802211102,121976,30.069,35.109,24.0, 2/21/2018 (052) 11:04:02.280,12,12,,1.4,,(052),2018-02-21T11:04:02.280000Z
121977,201802211434,121977,30.064,35.13,22.0, 2/21/2018 (052) 14:36:12.560,8,8,,1.0,,(052),2018-02-21T14:36:12.560000Z
121978,201802212112,121978,30.068,35.14,14.0, 2/21/2018 (052) 21:13:55.250,20,20,,1.8,2.0,(052),2018-02-21T21:13:55.250000Z
121979,201802212210,121979,30.058,35.15,19.0, 2/21/2018 (052) 22:11:04.280,10,10,,0.9,,(052),2018-02-21T22:11:04.280000Z
121980,201802221913,121980,29.47,34.805,6.0, 2/22/2018 (053) 19:14:01.910,12,12,,1.6,,(053),2018-02-22T19:14:01.910000Z
121981,201802251522,121981,29.249,34.789,1.0, 2/25/2018 (056) 15:23:35.790,9,9,,1.8,,(056),2018-02-25T15:23:35.790000Z
121982,201802261302,121982,33.227,35.464,9.0, 2/26/2018 (057) 13:03:56.920,11,11,,1.3,,(057),2018-02-26T13:03:56.920000Z
121983,201802261330,121983,33.24,35.471,9.0, 2/26/2018 (057) 13:32:47.900,7,7,,1.0,,(057),2018-02-26T13:32:47.900000Z
121984,201802261503,121984,33.227,35.486,8.0, 2/26/2018 (057) 15:04:37.450,24,24,,1.7,1.5,(057),2018-02-26T15:04:37.450000Z
121985,201802262008,121985,31.239,35.417,24.0, 2/26/2018 (057) 20:09:24.440,7,7,,1.1,,(057),2018-02-26T20:09:24.440000Z
121986,201802270443,121986,29.268,34.794,14.0, 2/27/2018 (058)  4:45:13.900,10,10,,1.3,,(058),2018-02-27T04:45:13.900000Z
121987,201802272016,121987,29.449,34.804,17.0, 2/27/2018 (058) 20:18:36.200,10,10,,1.4,,(058),2018-02-27T20:18:36.200000Z
121988,201802272018,121988,29.447,34.787,17.0, 2/27/2018 (058) 20:19:59.640,10,10,,1.3,,(058),2018-02-27T20:19:59.640000Z
121989,201803010942,121989,33.315,35.624,7.0, 3/01/2018 (060)  9:44:21.850,9,9,,1.1,,(060),2018-03-01T09:44:21.850000Z
121990,201803012106,121990,32.228,35.399,1.0, 3/01/2018 (060) 21:07:54.580,27,27,,1.6,,(060),2018-03-01T21:07:54.580000Z
121991,201803012334,121991,30.647,35.256,6.0, 3/01/2018 (060) 23:36:14.980,24,24,,1.9,1.6,(060),2018-03-01T23:36:14.980000Z
121992,201803020408,121992,33.024,35.564,2.0, 3/02/2018 (061)  4:10:22.480,10,10,,0.8,,(061),2018-03-02T04:10:22.480000Z
121993,201803021133,121993,30.043,35.122,16.0, 3/02/2018 (061) 11:35:10.670,10,10,,1.2,,(061),2018-03-02T11:35:10.670000Z
121994,201803030002,121994,32.078,35.526,4.0, 3/03/2018 (062)  0:04:19.100,20,20,,1.5,,(062),2018-03-03T00:04:19.100000Z
121995,201803031305,121995,31.706,34.655,11.0, 3/03/2018 (062) 13:06:01.320,25,25,,1.6,,(062),2018-03-03T13:06:01.320000Z
121996,201803040942,121996,30.234,34.29,12.0, 3/04/2018 (063)  9:43:48.590,14,14,,1.9,,(063),2018-03-04T09:43:48.590000Z
121997,201803062259,121997,28.74,34.727,11.0, 3/06/2018 (065) 23:00:37.740,16,16,,2.7,3.2,(065),2018-03-06T23:00:37.740000Z
121998,201803070853,121998,33.001,35.638,10.0, 3/07/2018 (066)  8:54:37.260,9,9,,1.2,,(066),2018-03-07T08:54:37.260000Z
121999,201803071116,121999,28.554,32.991,25.0, 3/07/2018 (066) 11:16:41.210,10,10,,2.2,,(066),2018-03-07T11:16:41.210000Z
122000,201803081933,122000,29.629,35.054,11.0, 3/08/2018 (067) 19:34:43.430,12,12,,1.2,,(067),2018-03-08T19:34:43.430000Z
122001,201803090008,122001,30.266,32.171,5.0, 3/09/2018 (068)  0:08:26.460,16,16,,2.7,2.6,(068),2018-03-09T00:08:26.460000Z
122002,201803090417,122002,30.609,32.283,1.0, 3/09/2018 (068)  4:18:45.900,9,9,,2.2,,(068),2018-03-09T04:18:45.900000Z
122003,201803092336,122003,29.72,35.12,14.0, 3/09/2018 (068) 23:38:02.560,6,6,,0.7,,(068),2018-03-09T23:38:02.560000Z
122004,201803110817,122004,29.509,34.795,13.0, 3/11/2018 (070)  8:18:57.820,11,11,,1.6,,(070),2018-03-11T08:18:57.820000Z
122005,201803110951,122005,29.418,34.862,9.0, 3/11/2018 (070)  9:53:41.630,10,10,,1.3,,(070),2018-03-11T09:53:41.630000Z
122006,201803140415,122006,33.281,35.8,14.0, 3/14/2018 (073)  4:15:42.060,13,13,,1.6,,(073),2018-03-14T04:15:42.060000Z
122007,201803140947,122007,29.697,34.533,10.0, 3/14/2018 (073)  9:49:00.850,8,8,,1.3,,(073),2018-03-14T09:49:00.850000Z
122008,201803150137,122008,29.742,35.008,20.0, 3/15/2018 (074)  1:39:18.160,10,10,,1.4,,(074),2018-03-15T01:39:18.160000Z
122009,201803160158,122009,29.751,35.055,14.0, 3/16/2018 (075)  2:00:06.480,14,14,,1.7,1.6,(075),2018-03-16T02:00:06.480000Z
122010,201803160230,122010,29.264,34.886,10.0, 3/16/2018 (075)  2:32:26.590,12,12,,1.5,,(075),2018-03-16T02:32:26.590000Z
122011,201803170030,122011,34.511,33.211,8.0, 3/17/2018 (076)  0:31:25.230,28,28,,2.7,,(076),2018-03-17T00:31:25.230000Z
122012,201803171816,122012,33.583,35.133,19.0, 3/17/2018 (076) 18:17:20.650,12,12,,1.5,,(076),2018-03-17T18:17:20.650000Z
122013,201803171903,122013,29.973,34.365,12.0, 3/17/2018 (076) 19:05:16.790,13,13,,1.7,,(076),2018-03-17T19:05:16.790000Z
122014,201803191135,122014,31.159,35.417,17.0, 3/19/2018 (078) 11:36:32.630,6,6,,1.1,,(078),2018-03-19T11:36:32.630000Z
122015,201803200712,122015,33.261,35.588,2.0, 3/20/2018 (079)  7:14:02.510,11,11,,1.6,,(079),2018-03-20T07:14:02.510000Z
122016,201803210215,122016,30.075,34.905,0.0, 3/21/2018 (080)  2:17:03.590,7,7,,0.7,,(080),2018-03-21T02:17:03.590000Z
122017,201803210218,122017,30.052,35.194,9.0, 3/21/2018 (080)  2:20:05.190,16,16,,1.5,,(080),2018-03-21T02:20:05.190000Z
122018,201803210359,122018,35.246,33.764,1.0, 3/21/2018 (080)  4:00:03.880,11,11,,2.1,,(080),2018-03-21T04:00:03.880000Z
122019,201803210508,122019,30.03,35.1,15.0, 3/21/2018 (080)  5:10:28.740,10,10,,1.4,,(080),2018-03-21T05:10:28.740000Z
122020,201803210617,122020,30.036,35.183,10.0, 3/21/2018 (080)  6:19:02.270,9,9,,1.7,,(080),2018-03-21T06:19:02.270000Z
122021,201803220216,122021,34.587,33.871,31.0, 3/22/2018 (081)  2:17:31.560,36,36,,2.2,,(081),2018-03-22T02:17:31.560000Z
122022,201803221722,122022,33.002,35.61,6.0, 3/22/2018 (081) 17:23:00.490,9,9,,0.8,,(081),2018-03-22T17:23:00.490000Z
122023,201803230425,122023,31.686,34.814,15.0, 3/23/2018 (082)  4:27:32.650,16,16,,1.5,,(082),2018-03-23T04:27:32.650000Z
122024,201803231350,122024,30.04,35.223,9.0, 3/23/2018 (082) 13:52:23.960,14,14,,1.6,,(082),2018-03-23T13:52:23.960000Z
122025,201803240216,122025,34.283,36.916,1.0, 3/24/2018 (083)  2:18:13.180,16,16,,2.3,,(083),2018-03-24T02:18:13.180000Z
122026,201803260541,122026,32.405,35.565,10.0, 3/26/2018 (085)  5:43:43.170,8,8,,1.6,,(085),2018-03-26T05:43:43.170000Z
122027,201803260816,122027,32.413,35.585,10.0, 3/26/2018 (085)  8:18:40.840,6,6,,1.5,,(085),2018-03-26T08:18:40.840000Z
122028,201803262126,122028,31.576,33.703,18.0, 3/26/2018 (085) 21:27:47.800,23,23,,2.3,,(085),2018-03-26T21:27:47.800000Z
122029,201803270117,122029,34.624,32.871,9.0, 3/27/2018 (086)  1:17:41.630,40,40,,2.9,2.7,(086),2018-03-27T01:17:41.630000Z
122030,201803270223,122030,29.991,35.046,10.0, 3/27/2018 (086)  2:25:42.320,10,10,,0.8,,(086),2018-03-27T02:25:42.320000Z
122031,201803280500,122031,29.497,34.856,20.0, 3/28/2018 (087)  5:02:19.990,12,12,,1.7,,(087),2018-03-28T05:02:19.990000Z
122032,201803301033,122032,27.809,33.568,6.0, 3/30/2018 (089) 10:34:16.890,9,9,,2.9,2.9,(089),2018-03-30T10:34:16.890000Z
122033,201803301808,122033,32.848,35.583,1.0, 3/30/2018 (089) 18:10:33.030,17,17,,1.6,,(089),2018-03-30T18:10:33.030000Z
122034,201803302228,122034,28.865,34.66,1.0, 3/30/2018 (089) 22:30:25.270,10,10,,1.7,,(089),2018-03-30T22:30:25.270000Z
122035,201803302229,122035,28.9,34.633,1.0, 3/30/2018 (089) 22:31:01.420,12,12,,1.6,,(089),2018-03-30T22:31:01.420000Z
122036,201803311117,122036,28.934,34.671,0.0, 3/31/2018 (090) 11:18:17.360,12,12,,2.3,2.0,(090),2018-03-31T11:18:17.360000Z
122037,201803311127,122037,28.89,34.72,3.0, 3/31/2018 (090) 11:28:11.710,15,15,,2.7,,(090),2018-03-31T11:28:11.710000Z
122038,201803311134,122038,28.863,34.723,3.0, 3/31/2018 (090) 11:35:21.400,10,10,,1.9,,(090),2018-03-31T11:35:21.400000Z
122039,201803311135,122039,28.873,34.754,1.0, 3/31/2018 (090) 11:36:06.490,10,10,,1.8,,(090),2018-03-31T11:36:06.490000Z
122040,201803311153,122040,28.894,34.68,1.0, 3/31/2018 (090) 11:53:15.270,12,12,,2.1,,(090),2018-03-31T11:53:15.270000Z
122041,201803311154,122041,28.872,34.724,3.0, 3/31/2018 (090) 11:54:15.990,12,12,,2.2,1.9,(090),2018-03-31T11:54:15.990000Z
122042,201803311433,122042,34.455,32.905,0.0, 3/31/2018 (090) 14:34:22.030,31,31,,2.3,,(090),2018-03-31T14:34:22.030000Z
122043,201803311851,122043,32.892,34.997,10.0, 3/31/2018 (090) 18:52:39.540,24,24,,1.2,,(090),2018-03-31T18:52:39.540000Z
122044,201803312358,122044,33.019,35.502,5.0, 4/01/2018 (091)  0:00:35.160,12,12,,0.3,,(091),2018-04-01T00:00:35.160000Z
122045,201804010015,122045,33.198,35.693,8.0, 4/01/2018 (091)  0:17:41.210,10,10,,1.2,,(091),2018-04-01T00:17:41.210000Z
122046,201804010446,122046,35.343,36.39,1.0, 4/01/2018 (091)  4:46:43.190,14,14,,3.0,3.0,(091),2018-04-01T04:46:43.190000Z
122047,201804032212,122047,32.965,35.637,21.0, 4/03/2018 (093) 22:14:06.650,11,11,,1.1,,(093),2018-04-03T22:14:06.650000Z
122048,201804051452,122048,29.969,35.072,8.0, 4/05/2018 (095) 14:53:38.040,22,22,,2.0,1.9,(095),2018-04-05T14:53:38.040000Z
122049,201804051743,122049,33.102,35.611,18.0, 4/05/2018 (095) 17:43:57.430,14,14,,1.2,,(095),2018-04-05T17:43:57.430000Z
122050,201804052320,122050,29.547,34.759,10.0, 4/05/2018 (095) 23:22:03.140,8,8,,0.7,,(095),2018-04-05T23:22:03.140000Z
122051,201804052322,122051,29.96,35.09,16.0, 4/05/2018 (095) 23:23:10.150,4,4,,0.6,,(095),2018-04-05T23:23:10.150000Z
122052,201804061928,122052,29.202,34.828,0.0, 4/06/2018 (096) 19:29:38.940,8,8,,1.2,,(096),2018-04-06T19:29:38.940000Z
122053,201804082235,122053,34.956,34.013,14.0, 4/08/2018 (098) 22:36:29.430,26,26,,2.2,,(098),2018-04-08T22:36:29.430000Z
122054,201804082306,122054,33.58,35.012,14.0, 4/08/2018 (098) 23:08:18.260,12,12,,1.3,,(098),2018-04-08T23:08:18.260000Z
122055,201804082347,122055,30.995,35.444,2.0, 4/08/2018 (098) 23:48:58.110,30,30,,1.6,1.5,(098),2018-04-08T23:48:58.110000Z
122056,201804090723,122056,28.094,35.521,1.0, 4/09/2018 (099)  7:25:11.530,10,10,,2.1,,(099),2018-04-09T07:25:11.530000Z
122057,201804092223,122057,34.465,34.048,18.0, 4/09/2018 (099) 22:25:14.770,16,16,,2.1,,(099),2018-04-09T22:25:14.770000Z
122058,201804100607,122058,33.65,35.517,10.0, 4/10/2018 (100)  6:08:28.130,8,8,,1.7,,(100),2018-04-10T06:08:28.130000Z
122059,201804101338,122059,34.509,32.579,12.0, 4/10/2018 (100) 13:39:23.550,38,38,,2.6,2.5,(100),2018-04-10T13:39:23.550000Z
122060,201804110229,122060,33.8,35.189,9.0, 4/11/2018 (101)  2:31:00.320,33,33,,2.4,2.4,(101),2018-04-11T02:31:00.320000Z
122061,201804122139,122061,34.146,35.983,0.0, 4/12/2018 (102) 21:41:13.910,13,13,,1.8,,(102),2018-04-12T21:41:13.910000Z
122062,201804130027,122062,31.36,35.314,10.0, 4/13/2018 (103)  0:28:29.960,30,30,,2.3,2.5,(103),2018-04-13T00:28:29.960000Z
122063,201804140128,122063,33.099,35.429,11.0, 4/14/2018 (104)  1:30:53.720,6,6,,0.7,,(104),2018-04-14T01:30:53.720000Z
122064,201804161119,122064,33.549,35.76,0.0, 4/16/2018 (106) 11:20:47.750,10,10,,1.6,1.1,(106),2018-04-16T11:20:47.750000Z
122065,201804161538,122065,29.556,34.846,19.0, 4/16/2018 (106) 15:39:03.180,12,12,,1.4,,(106),2018-04-16T15:39:03.180000Z
122066,201804170156,122066,29.632,34.955,25.0, 4/17/2018 (107)  1:58:51.480,10,10,,1.3,,(107),2018-04-17T01:58:51.480000Z
122067,201804171544,122067,34.243,36.71,1.0, 4/17/2018 (107) 15:45:30.050,19,19,,3.3,3.4,(107),2018-04-17T15:45:30.050000Z
122068,201804180940,122068,33.13,35.648,1.0, 4/18/2018 (108)  9:41:50.900,9,9,,1.5,,(108),2018-04-18T09:41:50.900000Z
122069,201804190532,122069,29.8,34.516,2.0, 4/19/2018 (109)  5:34:03.430,8,8,,1.1,,(109),2018-04-19T05:34:03.430000Z
122070,201804190541,122070,32.936,35.632,21.0, 4/19/2018 (109)  5:42:48.760,17,17,,1.5,,(109),2018-04-19T05:42:48.760000Z
122071,201804200046,122071,29.475,34.812,8.0, 4/20/2018 (110)  0:48:00.880,10,10,,1.0,,(110),2018-04-20T00:48:00.880000Z
122072,201804201034,122072,31.367,35.316,7.0, 4/20/2018 (110) 10:36:38.130,8,8,,1.3,,(110),2018-04-20T10:36:38.130000Z
122073,201804201702,122073,32.927,35.626,11.0, 4/20/2018 (110) 17:04:15.620,21,21,,1.6,,(110),2018-04-20T17:04:15.620000Z
122074,201804210619,122074,32.676,35.204,14.0, 4/21/2018 (111)  6:20:29.240,24,24,,1.6,1.1,(111),2018-04-21T06:20:29.240000Z
122075,201804231250,122075,34.568,33.968,30.0, 4/23/2018 (113) 12:51:22.190,27,27,,2.9,2.6,(113),2018-04-23T12:51:22.190000Z
