evid,evname,prefor,lat,lon,depth,time,nass,ndef,mb,ms,ml,Unknown,UTCtime
123456,201903252135,123456,34.798,33.696,1.0, 3/25/2019 (084) 21:35:47.980,17,17,,2.1,,(084),2019-03-25T21:35:47.980000Z
123457,201903260603,123457,33.286,34.083,1.0, 3/26/2019 (085)  6:04:36.290,10,10,,1.6,,(085),2019-03-26T06:04:36.290000Z
123458,201903270427,123458,33.338,34.614,1.0, 3/27/2019 (086)  4:28:57.870,21,21,,1.8,,(086),2019-03-27T04:28:57.870000Z
123459,201903270621,123459,33.366,34.644,2.0, 3/27/2019 (086)  6:23:02.680,15,15,,2.3,,(086),2019-03-27T06:23:02.680000Z
123460,201903270711,123460,34.006,34.656,7.0, 3/27/2019 (086)  7:13:23.240,16,16,,2.3,,(086),2019-03-27T07:13:23.240000Z
123461,201903271440,123461,33.707,35.861,10.0, 3/27/2019 (086) 14:41:08.210,4,4,,1.1,,(086),2019-03-27T14:41:08.210000Z
123462,201903272137,123462,34.767,32.667,10.0, 3/27/2019 (086) 21:37:25.370,30,30,,3.1,3.2,(086),2019-03-27T21:37:25.370000Z
123463,201903272250,123463,32.863,35.115,8.0, 3/27/2019 (086) 22:52:21.250,13,13,,1.2,,(086),2019-03-27T22:52:21.250000Z
123464,201903290411,123464,34.653,33.373,4.0, 3/29/2019 (088)  4:12:12.760,18,18,,2.1,,(088),2019-03-29T04:12:12.760000Z
123465,201903292017,123465,32.858,35.575,4.0, 3/29/2019 (088) 20:18:11.040,37,37,,1.8,1.7,(088),2019-03-29T20:18:11.040000Z
123466,201903312024,123466,34.568,33.912,30.0, 3/31/2019 (090) 20:24:50.570,16,16,,2.3,,(090),2019-03-31T20:24:50.570000Z
123467,201904010124,123467,32.867,35.665,10.0, 4/01/2019 (091)  1:26:55.200,10,10,,0.7,,(091),2019-04-01T01:26:55.200000Z
123468,201904010316,123468,33.333,35.614,8.0, 4/01/2019 (091)  3:16:53.420,26,26,,1.5,,(091),2019-04-01T03:16:53.420000Z
123469,201904020407,123469,29.46,34.892,20.0, 4/02/2019 (092)  4:09:11.230,14,14,,1.6,,(092),2019-04-02T04:09:11.230000Z
123470,201904030036,123470,33.541,35.957,1.0, 4/03/2019 (093)  0:38:03.670,22,22,,2.0,,(093),2019-04-03T00:38:03.670000Z
123471,201904041224,123471,32.773,35.59,11.0, 4/04/2019 (094) 12:26:06.640,42,42,,1.7,1.5,(094),2019-04-04T12:26:06.640000Z
123472,201904041750,123472,33.386,35.436,12.0, 4/04/2019 (094) 17:52:18.030,14,14,,1.4,,(094),2019-04-04T17:52:18.030000Z
123473,201904050517,123473,33.025,35.137,8.0, 4/05/2019 (095)  5:18:03.330,9,9,,1.6,,(095),2019-04-05T05:18:03.330000Z
123474,201904051958,123474,32.868,32.494,5.0, 4/05/2019 (095) 19:57:59.490,34,34,,2.1,,(095),2019-04-05T19:57:59.490000Z
123475,201904080227,123475,34.193,36.222,1.0, 4/08/2019 (098)  2:28:20.560,9,9,,1.5,,(098),2019-04-08T02:28:20.560000Z
123476,201904080618,123476,33.295,35.707,1.0, 4/08/2019 (098)  6:19:27.660,4,4,,0.8,,(098),2019-04-08T06:19:27.660000Z
123477,201904090900,123477,34.595,33.898,20.0, 4/09/2019 (099)  9:01:04.300,23,23,,2.4,,(099),2019-04-09T09:01:04.300000Z
123478,201904100112,123478,32.862,35.561,1.0, 4/10/2019 (100)  1:14:47.390,14,14,,0.4,,(100),2019-04-10T01:14:47.390000Z
123479,201904130418,123479,33.57,35.164,4.0, 4/13/2019 (103)  4:18:09.670,11,11,,1.7,,(103),2019-04-13T04:18:09.670000Z
123480,201904131723,123480,32.176,35.48,2.0, 4/13/2019 (103) 17:25:12.500,24,24,,1.5,,(103),2019-04-13T17:25:12.500000Z
123481,201904140850,123481,29.476,34.856,20.0, 4/14/2019 (104)  8:52:18.820,8,8,,1.4,,(104),2019-04-14T08:52:18.820000Z
123482,201904151658,123482,32.869,35.564,6.0, 4/15/2019 (105) 17:00:15.380,22,22,,1.3,,(105),2019-04-15T17:00:15.380000Z
123483,201904160307,123483,29.253,34.895,4.0, 4/16/2019 (106)  3:08:58.680,15,15,,2.2,2.0,(106),2019-04-16T03:08:58.680000Z
123484,201904170025,123484,33.098,35.456,1.0, 4/17/2019 (107)  0:26:05.730,9,9,,1.2,,(107),2019-04-17T00:26:05.730000Z
123485,201904170514,123485,32.736,35.389,0.0, 4/17/2019 (107)  5:15:02.260,10,10,,1.2,,(107),2019-04-17T05:15:02.260000Z
123486,201904171244,123486,31.176,35.576,1.0, 4/17/2019 (107) 12:48:38.990,4,4,,1.8,,(107),2019-04-17T12:48:38.990000Z
123487,201904180620,123487,30.416,35.217,17.0, 4/18/2019 (108)  6:22:01.030,34,34,,2.7,2.8,(108),2019-04-18T06:22:01.030000Z
123488,201904181310,123488,29.796,34.446,20.0, 4/18/2019 (108) 13:11:41.570,14,14,,1.7,,(108),2019-04-18T13:11:41.570000Z
123489,201904190447,123489,32.841,35.571,7.0, 4/19/2019 (109)  4:48:56.880,23,23,,1.5,,(109),2019-04-19T04:48:56.880000Z
123490,201904202033,123490,34.328,33.289,1.0, 4/20/2019 (110) 20:34:13.920,9,9,,2.1,,(110),2019-04-20T20:34:13.920000Z
123491,201904221724,123491,33.485,35.666,1.0, 4/22/2019 (112) 17:25:43.030,50,50,,3.0,,(112),2019-04-22T17:25:43.030000Z
123492,201904222126,123492,32.841,35.593,8.0, 4/22/2019 (112) 21:28:28.710,33,33,,2.1,,(112),2019-04-22T21:28:28.710000Z
123493,201904241102,123493,32.485,35.416,19.0, 4/24/2019 (114) 11:04:30.670,22,22,,1.7,1.7,(114),2019-04-24T11:04:30.670000Z
123494,201904241539,123494,33.609,34.592,9.0, 4/24/2019 (114) 15:40:06.570,14,14,,1.8,,(114),2019-04-24T15:40:06.570000Z
123495,201904241717,123495,32.976,35.387,20.0, 4/24/2019 (114) 17:20:23.040,28,28,,1.3,,(114),2019-04-24T17:20:23.040000Z
123496,201904241811,123496,34.605,33.997,28.0, 4/24/2019 (114) 18:11:40.060,16,16,,1.7,,(114),2019-04-24T18:11:40.060000Z
123497,201904242257,123497,30.237,35.228,9.0, 4/24/2019 (114) 22:58:33.380,10,10,,1.1,,(114),2019-04-24T22:58:33.380000Z
123498,201904250000,123498,29.813,35.003,4.0, 4/25/2019 (115)  0:01:16.830,10,10,,1.2,,(115),2019-04-25T00:01:16.830000Z
123499,201904250012,123499,32.49,35.424,15.0, 4/25/2019 (115)  0:13:10.030,8,8,,,,(115),2019-04-25T00:13:10.030000Z
123500,201904251505,123500,32.847,35.532,16.0, 4/25/2019 (115) 15:06:09.280,18,18,,0.8,,(115),2019-04-25T15:06:09.280000Z
123501,201904251506,123501,33.501,35.634,1.0, 4/25/2019 (115) 15:07:04.300,9,9,,1.5,,(115),2019-04-25T15:07:04.300000Z
123502,201904251507,123502,33.269,36.085,10.0, 4/25/2019 (115) 15:07:03.270,4,4,,,,(115),2019-04-25T15:07:03.270000Z
123503,201904252225,123503,29.939,35.391,9.0, 4/25/2019 (115) 22:28:14.630,6,6,,0.8,,(115),2019-04-25T22:28:14.630000Z
123504,201904260040,123504,32.475,36.626,1.0, 4/26/2019 (116)  0:42:32.760,11,11,,1.5,,(116),2019-04-26T00:42:32.760000Z
123505,201904260041,123505,32.386,36.807,10.0, 4/26/2019 (116)  0:43:17.770,8,8,,1.2,,(116),2019-04-26T00:43:17.770000Z
123506,201904261058,123506,33.889,36.056,1.0, 4/26/2019 (116) 11:00:07.830,7,7,,1.8,,(116),2019-04-26T11:00:07.830000Z
123507,201904270508,123507,34.152,36.208,0.0, 4/27/2019 (117)  5:09:00.770,22,22,,2.0,,(117),2019-04-27T05:09:00.770000Z
123508,201904270519,123508,34.171,36.165,0.0, 4/27/2019 (117)  5:20:50.310,21,21,,2.9,2.9,(117),2019-04-27T05:20:50.310000Z
123509,201904280827,123509,30.686,33.824,1.0, 4/28/2019 (118)  8:28:12.630,20,20,,2.2,,(118),2019-04-28T08:28:12.630000Z
123510,201904290114,123510,30.357,35.102,14.0, 4/29/2019 (119)  1:15:50.860,10,10,,1.2,,(119),2019-04-29T01:15:50.860000Z
123511,201904291206,123511,34.192,36.152,1.0, 4/29/2019 (119) 12:07:25.650,33,33,,3.8,3.7,(119),2019-04-29T12:07:25.650000Z
123512,201905031251,123512,34.911,32.863,40.0, 5/03/2019 (123) 12:51:52.560,22,22,,2.5,,(123),2019-05-03T12:51:52.560000Z
123513,201905031323,123513,32.119,35.361,18.0, 5/03/2019 (123) 13:25:09.580,55,55,,2.0,,(123),2019-05-03T13:25:09.580000Z
123514,201905031733,123514,32.852,35.571,1.0, 5/03/2019 (123) 17:35:18.260,30,30,,1.4,,(123),2019-05-03T17:35:18.260000Z
123515,201905031800,123515,32.776,35.27,20.0, 5/03/2019 (123) 18:01:53.180,27,27,,1.3,,(123),2019-05-03T18:01:53.180000Z
123516,201905050206,123516,32.852,35.565,6.0, 5/05/2019 (125)  2:08:08.230,32,32,,1.7,,(125),2019-05-05T02:08:08.230000Z
123517,201905050208,123517,32.846,35.562,5.0, 5/05/2019 (125)  2:10:12.760,30,30,,1.5,,(125),2019-05-05T02:10:12.760000Z
123518,201905051218,123518,33.177,35.725,1.0, 5/05/2019 (125) 12:19:55.310,4,4,,1.1,,(125),2019-05-05T12:19:55.310000Z
123519,201905051627,123519,32.856,35.664,20.0, 5/05/2019 (125) 16:28:27.710,8,8,,1.1,,(125),2019-05-05T16:28:27.710000Z
123520,201905060812,123520,33.0,34.754,0.0, 5/06/2019 (126)  8:14:20.720,9,9,,1.8,,(126),2019-05-06T08:14:20.720000Z
123521,201905061835,123521,32.849,35.56,5.0, 5/06/2019 (126) 18:37:24.600,30,30,,1.4,,(126),2019-05-06T18:37:24.600000Z
123522,201905070857,123522,32.873,35.567,3.0, 5/07/2019 (127)  8:58:47.380,13,13,,1.4,,(127),2019-05-07T08:58:47.380000Z
123523,201905072309,123523,34.907,34.222,16.0, 5/07/2019 (127) 23:09:58.040,40,40,,2.4,,(127),2019-05-07T23:09:58.040000Z
123524,201905080039,123524,33.316,35.393,4.0, 5/08/2019 (128)  0:40:49.460,42,42,,,,(128),2019-05-08T00:40:49.460000Z
123525,201905080800,123525,30.069,35.153,20.0, 5/08/2019 (128)  8:02:36.320,14,14,,1.3,,(128),2019-05-08T08:02:36.320000Z
123526,201905111825,123526,30.295,35.645,16.0, 5/11/2019 (131) 18:27:09.240,16,16,,2.0,,(131),2019-05-11T18:27:09.240000Z
123527,201905111955,123527,33.172,35.651,6.0, 5/11/2019 (131) 19:57:10.510,4,4,,0.7,,(131),2019-05-11T19:57:10.510000Z
123528,201905120603,123528,29.194,34.854,1.0, 5/12/2019 (132)  6:04:56.220,14,14,,2.4,2.3,(132),2019-05-12T06:04:56.220000Z
123529,201905122157,123529,29.271,34.875,1.0, 5/12/2019 (132) 21:58:30.660,10,10,,1.4,,(132),2019-05-12T21:58:30.660000Z
123530,201905131242,123530,31.687,35.467,10.0, 5/13/2019 (133) 12:44:19.710,35,35,,1.9,,(133),2019-05-13T12:44:19.710000Z
123531,201905131353,123531,31.688,35.477,10.0, 5/13/2019 (133) 13:53:56.340,4,4,,1.3,,(133),2019-05-13T13:53:56.340000Z
123532,201905141617,123532,34.606,34.05,20.0, 5/14/2019 (134) 16:17:52.380,19,19,,2.0,,(134),2019-05-14T16:17:52.380000Z
123533,201905150252,123533,28.727,34.562,1.0, 5/15/2019 (135)  2:54:21.680,17,17,,2.7,,(135),2019-05-15T02:54:21.680000Z
123534,201905151652,123534,32.77,32.824,14.0, 5/15/2019 (135) 16:53:49.590,48,48,,4.5,,(135),2019-05-15T16:53:49.590000Z
123535,201905151736,123535,32.824,35.603,6.0, 5/15/2019 (135) 17:37:35.770,8,8,,1.3,,(135),2019-05-15T17:37:35.770000Z
123536,201905160039,123536,32.875,34.126,18.0, 5/16/2019 (136)  0:40:41.720,30,30,,2.1,,(136),2019-05-16T00:40:41.720000Z
123537,201905161441,123537,32.947,35.614,1.0, 5/16/2019 (136) 14:42:43.680,9,9,,1.1,,(136),2019-05-16T14:42:43.680000Z
123538,201905161645,123538,33.818,36.025,1.0, 5/16/2019 (136) 16:46:33.230,19,19,,2.2,2.0,(136),2019-05-16T16:46:33.230000Z
123539,201905162322,123539,34.442,34.707,10.0, 5/16/2019 (136) 23:23:12.250,30,30,,2.3,,(136),2019-05-16T23:23:12.250000Z
123540,201905170045,123540,31.44,35.479,12.0, 5/17/2019 (137)  0:46:01.620,46,46,,2.3,2.3,(137),2019-05-17T00:46:01.620000Z
123541,201905170214,123541,32.922,35.607,18.0, 5/17/2019 (137)  2:15:46.110,16,16,,1.1,,(137),2019-05-17T02:15:46.110000Z
123542,201905171400,123542,29.803,35.062,14.0, 5/17/2019 (137) 14:02:08.320,23,23,,2.1,1.9,(137),2019-05-17T14:02:08.320000Z
123543,201905171518,123543,32.886,36.252,3.0, 5/17/2019 (137) 15:19:49.850,27,27,,1.9,,(137),2019-05-17T15:19:49.850000Z
123544,201905171731,123544,29.872,34.461,8.0, 5/17/2019 (137) 17:33:34.510,20,20,,1.7,,(137),2019-05-17T17:33:34.510000Z
123545,201905180602,123545,29.808,34.978,6.0, 5/18/2019 (138)  6:03:35.190,17,17,,1.5,,(138),2019-05-18T06:03:35.190000Z
123546,201905180642,123546,29.805,35.003,8.0, 5/18/2019 (138)  6:43:45.150,14,14,,1.2,,(138),2019-05-18T06:43:45.150000Z
123547,201905181930,123547,30.408,35.156,18.0, 5/18/2019 (138) 19:32:10.450,8,8,,1.0,,(138),2019-05-18T19:32:10.450000Z
123548,201905182052,123548,33.657,35.885,0.0, 5/18/2019 (138) 20:54:02.630,12,12,,1.8,,(138),2019-05-18T20:54:02.630000Z
123549,201905191445,123549,32.806,35.578,6.0, 5/19/2019 (139) 14:47:35.630,31,31,,1.6,,(139),2019-05-19T14:47:35.630000Z
123550,201905192102,123550,29.771,35.021,7.0, 5/19/2019 (139) 21:03:49.900,10,10,,1.1,,(139),2019-05-19T21:03:49.900000Z
123551,201905200021,123551,32.811,35.583,6.0, 5/20/2019 (140)  0:22:58.530,32,32,,1.7,,(140),2019-05-20T00:22:58.530000Z
123552,201905201656,123552,32.876,34.683,5.0, 5/20/2019 (140) 16:57:16.500,22,22,,1.8,,(140),2019-05-20T16:57:16.500000Z
123553,201905211503,123553,30.367,35.18,8.0, 5/21/2019 (141) 15:04:06.240,9,9,,1.5,,(141),2019-05-21T15:04:06.240000Z
123554,201905232259,123554,32.54,35.499,20.0, 5/23/2019 (143) 23:01:03.570,29,29,,1.1,,(143),2019-05-23T23:01:03.570000Z
123555,201905240053,123555,31.94,35.638,16.0, 5/24/2019 (144)  0:55:23.740,40,40,,1.8,,(144),2019-05-24T00:55:23.740000Z
123556,201905242337,123556,30.535,35.269,20.0, 5/24/2019 (144) 23:39:34.690,12,12,,1.2,,(144),2019-05-24T23:39:34.690000Z
123557,201905250849,123557,30.79,35.282,20.0, 5/25/2019 (145)  8:50:44.970,38,38,,2.4,2.3,(145),2019-05-25T08:50:44.970000Z
123558,201905250855,123558,30.808,35.261,25.0, 5/25/2019 (145)  8:56:55.750,32,32,,2.2,2.1,(145),2019-05-25T08:56:55.750000Z
123559,201905250920,123559,30.84,35.337,16.0, 5/25/2019 (145)  9:22:06.050,8,8,,1.3,,(145),2019-05-25T09:22:06.050000Z
123560,201905251956,123560,32.868,35.088,19.0, 5/25/2019 (145) 19:58:05.530,17,17,,1.2,,(145),2019-05-25T19:58:05.530000Z
123561,201905260200,123561,30.361,34.685,10.0, 5/26/2019 (146)  2:01:39.090,28,28,,1.8,,(146),2019-05-26T02:01:39.090000Z
123562,201905262016,123562,33.056,36.849,3.0, 5/26/2019 (146) 20:18:16.670,13,13,,1.6,,(146),2019-05-26T20:18:16.670000Z
123563,201905262040,123563,29.196,34.694,1.0, 5/26/2019 (146) 20:41:43.020,8,8,,1.5,,(146),2019-05-26T20:41:43.020000Z
123564,201905270204,123564,31.422,35.354,3.0, 5/27/2019 (147)  2:05:29.910,35,35,,2.1,,(147),2019-05-27T02:05:29.910000Z
123565,201905270310,123565,29.635,34.135,0.0, 5/27/2019 (147)  3:11:10.860,22,22,,2.4,,(147),2019-05-27T03:11:10.860000Z
123566,201905270949,123566,33.731,32.07,30.0, 5/27/2019 (147)  9:49:29.310,30,30,,2.7,,(147),2019-05-27T09:49:29.310000Z
123567,201905271001,123567,33.786,32.151,14.0, 5/27/2019 (147) 10:02:57.670,21,21,,2.9,,(147),2019-05-27T10:02:57.670000Z
123568,201905271626,123568,33.943,35.745,20.0, 5/27/2019 (147) 16:29:27.830,6,6,,1.6,,(147),2019-05-27T16:29:27.830000Z
123569,201905280227,123569,33.559,34.996,2.0, 5/28/2019 (148)  2:29:01.240,18,18,,1.9,,(148),2019-05-28T02:29:01.240000Z
123570,201905280658,123570,29.797,35.024,10.0, 5/28/2019 (148)  7:00:12.490,10,10,,1.3,,(148),2019-05-28T07:00:12.490000Z
123571,201905281003,123571,33.096,35.612,17.0, 5/28/2019 (148) 10:04:52.640,17,17,,1.5,,(148),2019-05-28T10:04:52.640000Z
123572,201905282011,123572,33.712,32.172,4.0, 5/28/2019 (148) 20:11:56.740,18,18,,2.2,,(148),2019-05-28T20:11:56.740000Z
123573,201905290451,123573,32.84,35.55,1.0, 5/29/2019 (149)  4:52:45.920,9,9,,0.9,,(149),2019-05-29T04:52:45.920000Z
123574,201905291658,123574,30.552,35.249,14.0, 5/29/2019 (149) 17:00:06.820,30,30,,1.8,1.9,(149),2019-05-29T17:00:06.820000Z
123575,201905310009,123575,33.84,34.365,40.0, 5/31/2019 (151)  0:09:54.770,33,33,,2.1,,(151),2019-05-31T00:09:54.770000Z
123576,201905310011,123576,33.894,34.373,3.0, 5/31/2019 (151)  0:12:39.870,19,19,,1.8,,(151),2019-05-31T00:12:39.870000Z
123577,201905310253,123577,33.418,35.147,0.0, 5/31/2019 (151)  2:54:28.530,18,18,,1.7,,(151),2019-05-31T02:54:28.530000Z
123578,201905312230,123578,33.54,33.313,0.0, 5/31/2019 (151) 22:31:34.720,32,32,,1.9,,(151),2019-05-31T22:31:34.720000Z
123579,201906020039,123579,33.274,35.85,10.0, 6/02/2019 (153)  0:43:04.330,9,9,,1.4,,(153),2019-06-02T00:43:04.330000Z
123580,201906021035,123580,30.047,34.498,12.0, 6/02/2019 (153) 10:36:12.290,26,26,,2.2,2.0,(153),2019-06-02T10:36:12.290000Z
123581,201906021349,123581,30.559,35.228,14.0, 6/02/2019 (153) 13:50:47.680,22,22,,2.0,2.0,(153),2019-06-02T13:50:47.680000Z
123582,201906021452,123582,30.022,34.56,4.0, 6/02/2019 (153) 14:55:24.050,8,8,,1.4,,(153),2019-06-02T14:55:24.050000Z
123583,201906022013,123583,32.631,34.275,20.0, 6/02/2019 (153) 20:14:25.490,32,32,,2.2,2.1,(153),2019-06-02T20:14:25.490000Z
123584,201906031920,123584,32.367,35.346,2.0, 6/03/2019 (154) 19:22:05.440,33,33,,1.9,,(154),2019-06-03T19:22:05.440000Z
123585,201906032252,123585,32.867,35.571,6.0, 6/03/2019 (154) 22:54:18.730,30,30,,1.3,,(154),2019-06-03T22:54:18.730000Z
123586,201906040716,123586,32.295,34.114,30.0, 6/04/2019 (155)  7:17:30.000,43,43,,2.3,,(155),2019-06-04T07:17:30.000000Z
123587,201906042313,123587,34.629,33.386,18.0, 6/04/2019 (155) 23:13:58.380,37,37,,2.4,,(155),2019-06-04T23:13:58.380000Z
123588,201906052226,123588,33.323,34.649,1.0, 6/05/2019 (156) 22:28:39.110,13,13,,1.6,,(156),2019-06-05T22:28:39.110000Z
123589,201906062346,123589,32.971,34.954,8.0, 6/06/2019 (157) 23:48:37.070,39,39,,1.6,,(157),2019-06-06T23:48:37.070000Z
123590,201906070156,123590,33.238,35.692,1.0, 6/07/2019 (158)  2:00:10.330,7,7,,0.8,,(158),2019-06-07T02:00:10.330000Z
123591,201906070748,123591,29.851,35.051,8.0, 6/07/2019 (158)  7:50:17.480,8,8,,1.6,,(158),2019-06-07T07:50:17.480000Z
123592,201906071336,123592,29.859,35.015,12.0, 6/07/2019 (158) 13:37:10.950,8,8,,0.6,,(158),2019-06-07T13:37:10.950000Z
123593,201906090339,123593,33.252,35.668,10.0, 6/09/2019 (160)  3:40:42.440,29,29,,1.8,,(160),2019-06-09T03:40:42.440000Z
123594,201906090632,123594,31.411,35.477,18.0, 6/09/2019 (160)  6:34:29.850,33,33,,1.9,,(160),2019-06-09T06:34:29.850000Z
123595,201906092013,123595,33.816,35.118,12.0, 6/09/2019 (160) 20:14:53.290,24,24,,2.2,2.1,(160),2019-06-09T20:14:53.290000Z
123596,201906100503,123596,30.589,35.368,20.0, 6/10/2019 (161)  5:05:07.750,12,12,,1.7,,(161),2019-06-10T05:05:07.750000Z
123597,201906100555,123597,32.349,35.364,1.0, 6/10/2019 (161)  5:56:33.320,24,24,,1.7,,(161),2019-06-10T05:56:33.320000Z
123598,201906100705,123598,27.843,33.409,8.0, 6/10/2019 (161)  7:06:48.900,10,10,,2.8,2.6,(161),2019-06-10T07:06:48.900000Z
123599,201906110657,123599,30.579,35.378,13.0, 6/11/2019 (162)  6:58:26.490,31,31,,2.2,2.1,(162),2019-06-11T06:58:26.490000Z
123600,201906111546,123600,33.674,36.383,1.0, 6/11/2019 (162) 15:47:46.390,12,12,,1.7,,(162),2019-06-11T15:47:46.390000Z
123601,201906111746,123601,33.844,35.882,1.0, 6/11/2019 (162) 17:47:26.700,20,20,,2.2,,(162),2019-06-11T17:47:26.700000Z
123602,201906120043,123602,30.575,35.34,18.0, 6/12/2019 (163)  0:45:06.840,23,23,,1.5,,(163),2019-06-12T00:45:06.840000Z
123603,201906120530,123603,30.583,35.363,18.0, 6/12/2019 (163)  5:31:23.360,12,12,,1.9,1.7,(163),2019-06-12T05:31:23.360000Z
123604,201906121719,123604,30.589,35.384,18.0, 6/12/2019 (163) 17:20:38.900,16,16,,1.7,,(163),2019-06-12T17:20:38.900000Z
123605,201906122038,123605,33.536,35.504,6.0, 6/12/2019 (163) 20:39:38.500,10,10,,1.3,,(163),2019-06-12T20:39:38.500000Z
123606,201906130243,123606,30.578,35.348,18.0, 6/13/2019 (164)  2:44:57.200,20,20,,1.8,,(164),2019-06-13T02:44:57.200000Z
123607,201906140253,123607,33.451,35.226,0.0, 6/14/2019 (165)  2:55:05.830,17,17,,1.7,,(165),2019-06-14T02:55:05.830000Z
123608,201906140255,123608,33.725,35.321,1.0, 6/14/2019 (165)  2:57:15.030,14,14,,1.6,,(165),2019-06-14T02:57:15.030000Z
123609,201906140855,123609,33.78,35.811,1.0, 6/14/2019 (165)  8:57:16.090,17,17,,2.2,,(165),2019-06-14T08:57:16.090000Z
123610,201906141526,123610,33.696,35.876,1.0, 6/14/2019 (165) 15:27:45.050,19,19,,2.5,2.3,(165),2019-06-14T15:27:45.050000Z
123611,201906150618,123611,30.2,35.192,20.0, 6/15/2019 (166)  6:20:25.430,11,11,,1.3,,(166),2019-06-15T06:20:25.430000Z
123612,201906150712,123612,34.878,34.195,30.0, 6/15/2019 (166)  7:13:07.360,28,28,,2.3,,(166),2019-06-15T07:13:07.360000Z
123613,201906151005,123613,32.882,35.585,7.0, 6/15/2019 (166) 10:06:51.620,42,42,,1.9,,(166),2019-06-15T10:06:51.620000Z
123614,201906151934,123614,33.335,35.771,7.0, 6/15/2019 (166) 19:36:10.880,25,25,,1.6,,(166),2019-06-15T19:36:10.880000Z
123615,201906152041,123615,33.319,35.437,1.0, 6/15/2019 (166) 20:42:53.860,44,44,,1.7,,(166),2019-06-15T20:42:53.860000Z
123616,201906152306,123616,28.525,34.787,1.0, 6/15/2019 (166) 23:06:50.960,16,16,,3.0,3.0,(166),2019-06-15T23:06:50.960000Z
123617,201906152324,123617,33.886,36.074,0.0, 6/15/2019 (166) 23:26:03.480,13,13,,1.8,,(166),2019-06-15T23:26:03.480000Z
123618,201906160120,123618,33.185,35.469,6.0, 6/16/2019 (167)  1:22:00.090,27,27,,1.2,,(167),2019-06-16T01:22:00.090000Z
123619,201906160327,123619,30.576,35.36,18.0, 6/16/2019 (167)  3:29:00.930,22,22,,1.8,,(167),2019-06-16T03:29:00.930000Z
123620,201906171545,123620,29.885,34.991,7.0, 6/17/2019 (168) 15:47:58.410,16,16,,1.3,,(168),2019-06-17T15:47:58.410000Z
123621,201906171616,123621,33.689,36.463,1.0, 6/17/2019 (168) 16:17:23.780,13,13,,1.8,,(168),2019-06-17T16:17:23.780000Z
123622,201906181528,123622,32.724,35.5,9.0, 6/18/2019 (169) 15:30:30.460,9,9,,1.0,,(169),2019-06-18T15:30:30.460000Z
123623,201906191834,123623,33.732,35.843,1.0, 6/19/2019 (170) 18:36:03.750,37,37,,2.0,,(170),2019-06-19T18:36:03.750000Z
123624,201906192231,123624,32.883,35.543,4.0, 6/19/2019 (170) 22:32:51.110,28,28,,1.4,,(170),2019-06-19T22:32:51.110000Z
123625,201906192330,123625,33.205,35.594,3.0, 6/19/2019 (170) 23:32:14.650,8,8,,0.7,,(170),2019-06-19T23:32:14.650000Z
123626,201906200256,123626,30.536,35.288,20.0, 6/20/2019 (171)  2:57:20.420,18,18,,1.6,,(171),2019-06-20T02:57:20.420000Z
123627,201906200955,123627,32.363,34.928,2.0, 6/20/2019 (171)  9:57:32.240,6,6,,1.0,,(171),2019-06-20T09:57:32.240000Z
123628,201906210815,123628,30.322,34.867,11.0, 6/21/2019 (172)  8:17:07.840,6,6,,1.0,,(172),2019-06-21T08:17:07.840000Z
123629,201906210845,123629,34.742,33.501,8.0, 6/21/2019 (172)  8:45:56.120,6,6,,2.1,,(172),2019-06-21T08:45:56.120000Z
123630,201906220003,123630,33.256,34.765,18.0, 6/22/2019 (173)  0:04:59.850,17,17,,1.5,,(173),2019-06-22T00:04:59.850000Z
123631,201906222244,123631,31.42,35.36,7.0, 6/22/2019 (173) 22:46:15.940,25,25,,1.7,,(173),2019-06-22T22:46:15.940000Z
123632,201906230111,123632,32.772,35.248,7.0, 6/23/2019 (174)  1:13:24.120,13,13,,1.3,,(174),2019-06-23T01:13:24.120000Z
123633,201906231304,123633,29.766,35.031,0.0, 6/23/2019 (174) 13:06:03.520,10,10,,1.3,,(174),2019-06-23T13:06:03.520000Z
123634,201906231748,123634,32.604,35.173,20.0, 6/23/2019 (174) 17:50:22.360,30,30,,1.6,,(174),2019-06-23T17:50:22.360000Z
123635,201906232006,123635,32.808,35.635,20.0, 6/23/2019 (174) 20:07:36.450,14,14,,1.0,,(174),2019-06-23T20:07:36.450000Z
123636,201906240546,123636,33.284,35.523,1.0, 6/24/2019 (175)  5:48:48.200,16,16,,1.2,,(175),2019-06-24T05:48:48.200000Z
123637,201906241555,123637,29.142,32.776,1.0, 6/24/2019 (175) 15:55:43.490,14,14,,2.9,2.6,(175),2019-06-24T15:55:43.490000Z
123638,201906251620,123638,29.322,32.692,1.0, 6/25/2019 (176) 16:21:20.460,18,18,,3.6,3.6,(176),2019-06-25T16:21:20.460000Z
123639,201906260710,123639,27.58,34.203,1.0, 6/26/2019 (177)  7:11:13.950,12,12,,3.5,3.6,(177),2019-06-26T07:11:13.950000Z
123640,201906260852,123640,31.175,35.494,5.0, 6/26/2019 (177)  8:53:42.130,61,61,,3.8,,(177),2019-06-26T08:53:42.130000Z
123641,201906260856,123641,31.174,35.483,12.0, 6/26/2019 (177)  8:57:18.870,46,46,,2.6,2.5,(177),2019-06-26T08:57:18.870000Z
123642,201906260900,123642,31.168,35.497,5.0, 6/26/2019 (177)  9:01:54.140,71,71,,3.1,3.3,(177),2019-06-26T09:01:54.140000Z
