evid,evname,prefor,lat,lon,depth,time,nass,ndef,mb,ms,ml,emodelx,emodely,emodelz,Unknown,UTCtime,orid,etype,dtype,msid,mlid,algorithm,auth,lddate
125184,,,33.4868,35.7687,0.5381,2021-05-03 12:57:34.990,14,14,,2.0,,,,,,2021-05-03T12:57:34.990000Z,557.0,eq,r,25088.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.731
125185,,,32.2418,35.3699,3.0047,2021-05-03 20:18:20.400,14,14,,1.5,,,,,,2021-05-03T20:18:20.400000Z,558.0,eq,r,25089.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.734
125186,,,27.8988,34.283,2.4347,2021-05-04 22:23:07.810,14,14,,2.7,,,,,,2021-05-04T22:23:07.810000Z,559.0,eq,r,25090.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.737
125187,,,34.5637,35.4656,0.0,2021-05-06 02:30:52.920,6,6,,2.2,,,,,,2021-05-06T02:30:52.920000Z,560.0,eq,r,25091.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.739
125188,,,34.7008,33.863,5.3025,2021-05-06 03:47:25.910,22,22,,2.4,,,,,,2021-05-06T03:47:25.910000Z,561.0,eq,r,25092.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.741
125189,,,32.8528,35.3871,0.0,2021-05-06 05:59:23.190,14,14,,2.1,,,,,,2021-05-06T05:59:23.190000Z,562.0,eq,r,25093.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.744
125190,,,34.1155,36.7328,9.8439,2021-05-07 04:59:47.450,22,22,,2.3,,,,,,2021-05-07T04:59:47.450000Z,563.0,eq,r,25094.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.747
125191,,,32.9146,34.9895,14.9656,2021-05-08 00:31:26.790,13,13,,1.1,,,,,,2021-05-08T00:31:26.790000Z,564.0,eq,r,25095.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.751
125192,,,30.851,35.3581,14.9277,2021-05-08 02:28:28.580,24,24,,1.4,,,,,,2021-05-08T02:28:28.580000Z,565.0,eq,r,25096.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.753
125193,,,30.8513,35.3904,19.2649,2021-05-08 02:37:57.620,28,28,,2.0,,,,,,2021-05-08T02:37:57.620000Z,566.0,eq,r,25097.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.758
125194,,,30.6962,33.7484,8.971,2021-05-09 04:43:16.950,18,18,,2.0,,,,,,2021-05-09T04:43:16.950000Z,567.0,eq,r,25098.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.762
125195,,,33.1933,35.4567,13.0524,2021-05-10 03:30:30.590,8,8,,1.2,,,,,,2021-05-10T03:30:30.590000Z,568.0,eq,r,25099.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.766
125196,,,32.2366,35.4503,9.0575,2021-05-10 22:12:19.110,7,7,,1.0,,,,,,2021-05-10T22:12:19.110000Z,569.0,eq,r,25100.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.768
125197,,,32.2277,35.4122,0.8802,2021-05-11 02:35:31.130,49,49,,2.5,,,,,,2021-05-11T02:35:31.130000Z,570.0,eq,r,25101.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.771
125198,,,32.8527,34.9199,11.1626,2021-05-11 08:32:19.700,8,8,,2.0,,,,,,2021-05-11T08:32:19.700000Z,571.0,eq,r,25102.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.778
125199,,,30.8594,35.4346,17.308,2021-05-11 12:50:45.500,39,39,,3.1,,,,,,2021-05-11T12:50:45.500000Z,572.0,eq,r,25103.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.780
125200,,,33.5587,35.9558,8.6426,2021-05-11 13:11:45.660,10,10,,2.0,,,,,,2021-05-11T13:11:45.660000Z,573.0,eq,r,25104.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.786
125201,,,33.6835,35.5241,7.3088,2021-05-11 22:23:45.840,26,26,,1.7,,,,,,2021-05-11T22:23:45.840000Z,574.0,eq,r,25105.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.789
125202,,,31.9229,34.6184,2.4279,2021-05-12 00:02:30.370,14,14,,1.8,,,,,,2021-05-12T00:02:30.370000Z,575.0,eq,r,25106.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.793
125203,,,32.9496,35.6142,20.6853,2021-05-12 00:13:32.700,10,10,,0.7,,,,,,2021-05-12T00:13:32.700000Z,576.0,eq,r,25107.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.795
125204,,,28.6191,34.7604,4.6791,2021-05-12 02:33:03.840,10,10,,2.1,,,,,,2021-05-12T02:33:03.840000Z,577.0,eq,r,25108.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.798
125205,,,33.389,35.6772,4.2953,2021-05-12 05:33:44.990,14,14,,1.8,,,,,,2021-05-12T05:33:44.990000Z,578.0,eq,r,25109.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.800
125206,,,31.4943,35.4437,18.4865,2021-05-14 04:16:11.640,11,11,,1.1,,,,,,2021-05-14T04:16:11.640000Z,579.0,eq,r,25110.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.803
125207,,,32.9789,35.6942,21.3646,2021-05-14 04:46:48.790,14,14,,1.2,,,,,,2021-05-14T04:46:48.790000Z,580.0,eq,r,25111.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.805
125208,,,33.1919,35.7608,0.0,2021-05-14 07:57:32.730,26,26,,1.8,,,,,,2021-05-14T07:57:32.730000Z,581.0,eq,r,25112.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.808
125209,,,31.4363,35.3053,16.2341,2021-05-14 21:44:41.000,8,8,,0.6,,,,,,2021-05-14T21:44:41.000000Z,582.0,eq,r,25113.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.812
125210,,,32.7311,35.4886,3.6055,2021-05-15 08:14:33.500,35,35,,1.9,,,,,,2021-05-15T08:14:33.500000Z,583.0,eq,r,25114.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.815
125211,,,33.2239,35.4209,0.9942,2021-05-16 22:33:42.810,16,16,,1.3,,,,,,2021-05-16T22:33:42.810000Z,584.0,eq,r,25115.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.820
125212,,,32.7828,35.6359,19.62,2021-05-17 15:28:45.290,41,41,,2.0,,,,,,2021-05-17T15:28:45.290000Z,585.0,eq,r,25116.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.824
125213,,,32.0517,34.7098,20.3457,2021-05-17 22:45:22.690,27,27,,1.4,,,,,,2021-05-17T22:45:22.690000Z,586.0,eq,r,25117.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.830
125214,,,32.8849,32.2077,27.729,2021-05-18 21:18:35.170,12,12,,1.8,,,,,,2021-05-18T21:18:35.170000Z,587.0,eq,r,25118.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.835
125215,,,32.8317,32.4392,3.8995,2021-05-18 21:55:07.240,10,10,,2.3,,,,,,2021-05-18T21:55:07.240000Z,588.0,eq,r,25119.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.837
125216,,,32.8454,32.2939,11.8163,2021-05-18 22:38:27.830,27,27,,2.3,,,,,,2021-05-18T22:38:27.830000Z,589.0,eq,r,25120.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.839
125217,,,32.8332,32.2666,37.1852,2021-05-19 01:50:29.990,17,17,,2.4,,,,,,2021-05-19T01:50:29.990000Z,590.0,eq,r,25121.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.844
125218,,,32.8101,34.5392,20.1557,2021-05-19 21:09:13.940,47,47,,3.0,,,,,,2021-05-19T21:09:13.940000Z,591.0,eq,r,25122.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.848
125219,,,34.9799,33.0501,47.9123,2021-05-20 02:22:15.330,14,14,,2.5,,,,,,2021-05-20T02:22:15.330000Z,592.0,eq,r,25123.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.855
125220,,,31.5985,35.2395,9.4863,2021-05-20 14:14:48.250,19,19,,1.6,,,,,,2021-05-20T14:14:48.250000Z,593.0,eq,r,25124.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.857
125221,,,33.7988,35.9329,0.5722,2021-05-21 12:05:43.910,8,8,,1.9,,,,,,2021-05-21T12:05:43.910000Z,594.0,eq,r,25125.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.860
125222,,,31.4184,35.4415,0.0,2021-05-24 23:33:53.280,13,13,,1.3,,,,,,2021-05-24T23:33:53.280000Z,595.0,eq,r,25126.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.862
125223,,,33.9614,36.2363,2.3201,2021-05-25 02:28:53.370,20,20,,2.3,,,,,,2021-05-25T02:28:53.370000Z,596.0,eq,r,25127.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.865
125224,,,32.8812,35.5713,0.9462,2021-05-25 13:19:29.470,21,21,,2.0,,,,,,2021-05-25T13:19:29.470000Z,597.0,eq,r,25128.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.868
125225,,,29.9784,34.2468,24.125,2021-05-25 16:26:15.670,10,10,,1.9,,,,,,2021-05-25T16:26:15.670000Z,598.0,eq,r,25129.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.872
125226,,,32.8427,35.5775,0.4331,2021-05-25 22:58:30.590,34,34,,1.9,,,,,,2021-05-25T22:58:30.590000Z,599.0,eq,r,25130.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.874
125227,,,34.1332,37.3193,32.6634,2021-05-26 01:08:15.800,12,12,,2.0,,,,,,2021-05-26T01:08:15.800000Z,600.0,eq,r,25131.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.879
125228,,,30.5184,33.3593,26.9554,2021-05-26 05:53:56.290,14,14,,2.1,,,,,,2021-05-26T05:53:56.290000Z,601.0,eq,r,25132.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.882
125229,,,34.8897,32.4066,18.1919,2021-05-27 14:59:49.220,24,24,,2.6,,,,,,2021-05-27T14:59:49.220000Z,602.0,eq,r,25133.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.885
125230,,,32.9018,35.6392,0.0,2021-05-27 15:02:13.440,12,12,,1.8,,,,,,2021-05-27T15:02:13.440000Z,603.0,eq,r,25134.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.889
125231,,,33.0373,35.5927,24.6207,2021-05-27 17:40:23.610,18,18,,1.7,,,,,,2021-05-27T17:40:23.610000Z,604.0,eq,r,25135.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.891
125232,,,32.4228,35.098,2.8315,2021-05-27 23:53:11.800,14,14,,1.4,,,,,,2021-05-27T23:53:11.800000Z,605.0,eq,r,25136.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.894
125233,,,34.9886,35.0823,0.0,2021-05-28 18:25:24.810,10,10,,2.3,,,,,,2021-05-28T18:25:24.810000Z,606.0,eq,r,25137.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.897
125234,,,32.7913,35.2104,10.5411,2021-05-28 22:32:49.130,10,10,,1.2,,,,,,2021-05-28T22:32:49.130000Z,607.0,eq,r,25138.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.899
125235,,,32.8295,35.5822,0.6793,2021-05-30 01:19:58.650,12,12,,1.2,,,,,,2021-05-30T01:19:58.650000Z,608.0,eq,r,25139.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.901
125236,,,33.183,35.5972,21.1334,2021-05-30 20:33:55.620,27,27,,1.9,,,,,,2021-05-30T20:33:55.620000Z,609.0,eq,r,25140.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.904
125237,,,33.2049,35.6109,13.562,2021-05-30 23:44:25.710,12,12,,1.4,,,,,,2021-05-30T23:44:25.710000Z,610.0,eq,r,25141.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.908
125238,,,35.101,32.8159,48.1613,2021-05-31 06:23:39.250,28,28,,4.0,,,,,,2021-05-31T06:23:39.250000Z,611.0,eq,r,25142.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.910
125239,,,33.5576,34.9015,12.6663,2021-05-31 16:34:17.580,12,12,,1.7,,,,,,2021-05-31T16:34:17.580000Z,612.0,eq,r,25143.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.915
125240,,,30.4532,35.2908,20.7879,2021-06-01 16:24:08.980,8,8,,1.5,,,,,,2021-06-01T16:24:08.980000Z,613.0,eq,r,25144.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.917
125241,,,31.038,35.3751,0.4074,2021-06-02 02:17:27.520,10,10,,1.5,,,,,,2021-06-02T02:17:27.520000Z,614.0,eq,r,25145.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.919
125242,,,30.457,35.3424,16.4849,2021-06-02 20:26:29.520,18,18,,1.4,,,,,,2021-06-02T20:26:29.520000Z,615.0,eq,r,25146.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.921
125243,,,32.4133,35.4063,15.8786,2021-06-02 23:04:31.270,24,24,,1.4,,,,,,2021-06-02T23:04:31.270000Z,616.0,eq,r,25147.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.924
125244,,,33.3865,34.6291,6.7053,2021-06-03 00:04:19.160,21,21,,2.0,,,,,,2021-06-03T00:04:19.160000Z,617.0,eq,r,25148.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.928
125245,,,30.4456,35.3416,16.1691,2021-06-03 10:45:33.590,15,15,,2.0,,,,,,2021-06-03T10:45:33.590000Z,618.0,eq,r,25149.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.932
125246,,,35.1474,33.9354,47.5319,2021-06-04 00:37:20.870,8,8,,1.9,,,,,,2021-06-04T00:37:20.870000Z,619.0,eq,r,25150.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.935
125247,,,32.0358,35.4662,5.2914,2021-06-04 03:14:28.700,19,19,,1.7,,,,,,2021-06-04T03:14:28.700000Z,620.0,eq,r,25151.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.937
125248,,,35.346,36.9117,12.022,2021-06-04 13:36:06.540,12,12,,2.6,,,,,,2021-06-04T13:36:06.540000Z,621.0,eq,r,25152.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.940
125249,,,32.8415,35.6395,22.7963,2021-06-05 11:23:04.170,12,12,,1.4,,,,,,2021-06-05T11:23:04.170000Z,622.0,eq,r,25153.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.942
125250,,,35.3843,34.645,30.1008,2021-06-05 21:22:40.320,10,10,,1.9,,,,,,2021-06-05T21:22:40.320000Z,623.0,eq,r,25154.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.945
125251,,,31.4136,35.4874,23.7468,2021-06-06 04:22:14.750,12,12,,1.5,,,,,,2021-06-06T04:22:14.750000Z,624.0,eq,r,25155.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.947
125252,,,33.4044,35.4661,0.3939,2021-06-06 08:32:46.480,10,10,,2.1,,,,,,2021-06-06T08:32:46.480000Z,625.0,eq,r,25156.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.949
125253,,,29.2355,34.6854,15.8718,2021-06-06 20:48:14.780,10,10,,1.6,,,,,,2021-06-06T20:48:14.780000Z,626.0,eq,r,25157.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.951
125254,,,29.2052,34.7348,11.8843,2021-06-06 20:49:44.680,6,6,,1.1,,,,,,2021-06-06T20:49:44.680000Z,627.0,eq,r,25158.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.953
125255,,,29.2517,34.7085,12.0476,2021-06-06 20:57:35.600,16,16,,1.8,,,,,,2021-06-06T20:57:35.600000Z,628.0,eq,r,25159.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.954
125256,,,29.2664,34.6124,9.4537,2021-06-07 11:30:36.660,14,14,,2.3,,,,,,2021-06-07T11:30:36.660000Z,629.0,eq,r,25160.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.957
125257,,,34.713,33.4421,27.4729,2021-06-07 20:27:54.290,36,36,,2.6,,,,,,2021-06-07T20:27:54.290000Z,630.0,eq,r,25161.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.960
125258,,,29.2467,34.6311,7.7048,2021-06-07 21:01:22.290,18,18,,2.8,,,,,,2021-06-07T21:01:22.290000Z,631.0,eq,r,25162.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.966
125259,,,29.2002,34.6959,19.4624,2021-06-07 21:22:26.480,10,10,,1.4,,,,,,2021-06-07T21:22:26.480000Z,632.0,eq,r,25163.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.969
125260,,,29.2752,34.6424,11.0115,2021-06-07 21:30:49.420,16,16,,1.9,,,,,,2021-06-07T21:30:49.420000Z,633.0,eq,r,25164.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.971
125261,,,29.1715,34.9585,26.0813,2021-06-07 23:09:01.100,12,12,,1.6,,,,,,2021-06-07T23:09:01.100000Z,634.0,eq,r,25165.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.974
125262,,,29.2723,34.6702,10.3389,2021-06-07 23:10:53.800,14,14,,1.7,,,,,,2021-06-07T23:10:53.800000Z,635.0,eq,r,25166.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.976
125263,,,29.2449,34.6436,7.6191,2021-06-07 23:19:14.990,12,12,,1.5,,,,,,2021-06-07T23:19:14.990000Z,636.0,eq,r,25167.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.979
125264,,,29.2533,34.6299,10.3417,2021-06-08 09:32:31.610,10,10,,1.9,,,,,,2021-06-08T09:32:31.610000Z,637.0,eq,r,25168.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.981
125265,,,29.5482,34.8236,20.1049,2021-06-09 01:25:13.100,12,12,,1.6,,,,,,2021-06-09T01:25:13.100000Z,638.0,eq,r,25169.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.983
125266,,,29.5744,34.7299,10.0378,2021-06-09 01:29:56.700,6,6,,1.5,,,,,,2021-06-09T01:29:56.700000Z,639.0,eq,r,25170.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.985
125267,,,28.3163,34.4453,7.1513,2021-06-09 12:44:25.950,6,6,,2.2,,,,,,2021-06-09T12:44:25.950000Z,640.0,eq,r,25171.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.987
125268,,,29.2331,34.6184,10.2963,2021-06-09 23:23:36.230,8,8,,1.3,,,,,,2021-06-09T23:23:36.230000Z,641.0,eq,r,25172.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.988
125269,,,33.5851,35.7739,13.364,2021-06-10 06:00:35.950,8,8,,1.0,,,,,,2021-06-10T06:00:35.950000Z,642.0,eq,r,25173.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.990
125270,,,29.9072,35.1301,13.2844,2021-06-10 22:30:25.840,8,8,,0.8,,,,,,2021-06-10T22:30:25.840000Z,643.0,eq,r,25174.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.992
125271,,,32.0956,35.5342,17.0991,2021-06-11 18:59:29.290,32,32,,2.0,,,,,,2021-06-11T18:59:29.290000Z,644.0,eq,r,25175.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.994
125272,,,33.1169,35.5828,12.8421,2021-06-11 19:22:09.220,42,42,,2.5,,,,,,2021-06-11T19:22:09.220000Z,645.0,eq,r,25176.0,,genloc-nlls,ittaik,2022-01-26 08:58:57.999
125273,,,32.5409,34.5316,28.7036,2021-06-11 21:43:15.520,30,30,,1.6,,,,,,2021-06-11T21:43:15.520000Z,646.0,eq,r,25177.0,,genloc-nlls,ittaik,2022-01-26 08:58:58.006
125274,,,32.0763,35.5099,9.2236,2021-06-12 02:32:40.500,30,30,,2.5,,,,,,2021-06-12T02:32:40.500000Z,647.0,eq,r,25178.0,,genloc-nlls,ittaik,2022-01-26 08:58:58.011
125275,,,32.0773,35.6013,6.3788,2021-06-12 02:37:53.180,26,26,,1.8,,,,,,2021-06-12T02:37:53.180000Z,648.0,eq,r,25179.0,,genloc-nlls,ittaik,2022-01-26 08:58:58.016
125276,,,32.4554,35.2774,3.0664,2021-06-12 11:16:36.550,24,24,,1.6,,,,,,2021-06-12T11:16:36.550000Z,649.0,eq,r,25180.0,,genloc-nlls,ittaik,2022-01-26 08:58:58.020
125277,,,33.2796,35.7755,9.3396,2021-06-12 19:52:20.850,10,10,,1.6,,,,,,2021-06-12T19:52:20.850000Z,650.0,eq,r,25181.0,,genloc-nlls,ittaik,2022-01-26 08:58:58.024
125278,,,32.453,35.2934,15.08,2021-06-12 23:55:41.550,18,18,,1.1,,,,,,2021-06-12T23:55:41.550000Z,651.0,eq,r,25182.0,,genloc-nlls,ittaik,2022-01-26 08:58:58.026
125279,,,32.8783,35.59,5.6983,2021-06-14 16:31:48.980,18,18,,1.8,,,,,,2021-06-14T16:31:48.980000Z,652.0,eq,r,25183.0,,genloc-nlls,ittaik,2022-01-26 08:58:58.029
125280,,,33.6147,34.8927,12.1758,2021-06-14 18:43:45.510,12,12,,1.7,,,,,,2021-06-14T18:43:45.510000Z,653.0,eq,r,25184.0,,genloc-nlls,ittaik,2022-01-26 08:58:58.032
125281,,,30.4555,35.3088,14.9613,2021-06-15 15:14:53.970,24,24,,1.9,,,,,,2021-06-15T15:14:53.970000Z,654.0,eq,r,25185.0,,genloc-nlls,ittaik,2022-01-26 08:58:58.035
125282,,,30.1156,35.1273,28.5232,2021-06-15 23:08:54.370,42,42,,4.1,,,,,,2021-06-15T23:08:54.370000Z,655.0,eq,r,25186.0,,genloc-nlls,ittaik,2022-01-26 08:58:58.039
125283,,,33.2076,35.6014,15.6259,2021-06-17 00:15:25.320,27,27,,1.7,,,,,,2021-06-17T00:15:25.320000Z,656.0,eq,r,25187.0,,genloc-nlls,ittaik,2022-01-26 08:58:58.046
125284,,,33.6827,35.5931,5.9413,2021-06-17 06:02:11.310,20,20,,2.1,,,,,,2021-06-17T06:02:11.310000Z,657.0,eq,r,25188.0,,genloc-nlls,ittaik,2022-01-26 08:58:58.051
125285,,,33.6901,35.5393,2.1992,2021-06-17 06:20:20.670,28,28,,2.4,,,,,,2021-06-17T06:20:20.670000Z,658.0,eq,r,25189.0,,genloc-nlls,ittaik,2022-01-26 08:58:58.055
125286,,,32.9339,35.1683,20.2968,2021-06-17 12:05:35.460,24,24,,2.0,,,,,,2021-06-17T12:05:35.460000Z,659.0,eq,r,25190.0,,genloc-nlls,ittaik,2022-01-26 08:58:58.059
125287,,,30.8673,35.3986,19.2882,2021-06-17 16:54:55.970,25,25,,2.2,,,,,,2021-06-17T16:54:55.970000Z,660.0,eq,r,25191.0,,genloc-nlls,ittaik,2022-01-26 08:58:58.063
125288,,,30.8676,35.3603,18.0421,2021-06-17 16:58:04.730,38,38,,2.6,,,,,,2021-06-17T16:58:04.730000Z,661.0,eq,r,25192.0,,genloc-nlls,ittaik,2022-01-26 08:58:58.068
125289,,,32.6931,35.1895,8.8559,2021-06-17 17:37:33.590,22,22,,1.4,,,,,,2021-06-17T17:37:33.590000Z,662.0,eq,r,25193.0,,genloc-nlls,ittaik,2022-01-26 08:58:58.074
125290,,,27.3199,34.7835,0.0,2021-06-17 21:56:34.850,11,11,,3.0,,,,,,2021-06-17T21:56:34.850000Z,663.0,eq,r,25194.0,,genloc-nlls,ittaik,2022-01-26 08:58:58.077
125291,,,33.413,35.3829,10.9343,2021-06-18 09:43:33.600,24,24,,1.8,,,,,,2021-06-18T09:43:33.600000Z,664.0,eq,r,25195.0,,genloc-nlls,ittaik,2022-01-26 08:58:58.080
125292,,,27.4557,34.5308,0.0,2021-06-19 10:33:32.120,18,18,,3.4,,,,,,2021-06-19T10:33:32.120000Z,665.0,eq,r,25196.0,,genloc-nlls,ittaik,2022-01-26 08:58:58.084
125293,,,31.2304,35.4215,20.868,2021-06-19 10:54:34.200,50,50,,2.5,,,,,,2021-06-19T10:54:34.200000Z,666.0,eq,r,25197.0,,genloc-nlls,ittaik,2022-01-26 08:58:58.088
125294,,,33.4216,35.6321,7.5382,2021-06-19 16:38:08.400,24,24,,2.3,,,,,,2021-06-19T16:38:08.400000Z,667.0,eq,r,25198.0,,genloc-nlls,ittaik,2022-01-26 08:58:58.096
125295,,,32.795,35.5956,12.7662,2021-06-20 11:11:04.590,23,23,,2.0,,,,,,2021-06-20T11:11:04.590000Z,668.0,eq,r,25199.0,,genloc-nlls,ittaik,2022-01-26 08:58:58.100
125296,,,30.8352,35.3435,22.5211,2021-06-20 16:51:24.760,18,18,,1.5,,,,,,2021-06-20T16:51:24.760000Z,669.0,eq,r,25200.0,,genloc-nlls,ittaik,2022-01-26 08:58:58.104
125297,,,32.8338,35.6322,1.6645,2021-06-21 00:59:19.800,15,15,,1.1,,,,,,2021-06-21T00:59:19.800000Z,670.0,eq,r,25201.0,,genloc-nlls,ittaik,2022-01-26 08:58:58.107
125298,,,32.2235,33.9194,48.8559,2021-06-21 04:26:27.870,22,22,,1.9,,,,,,2021-06-21T04:26:27.870000Z,671.0,eq,r,25202.0,,genloc-nlls,ittaik,2022-01-26 08:58:58.111
125299,,,34.083,35.9286,26.5469,2021-06-22 22:21:00.720,7,7,,1.6,,,,,,2021-06-22T22:21:00.720000Z,672.0,eq,r,25203.0,,genloc-nlls,ittaik,2022-01-26 08:58:58.114
125300,,,32.6883,35.2007,3.3304,2021-06-23 00:53:01.950,33,33,,1.9,,,,,,2021-06-23T00:53:01.950000Z,673.0,eq,r,25204.0,,genloc-nlls,ittaik,2022-01-26 08:58:58.116
125301,,,32.1094,35.385,3.7583,2021-06-23 03:50:28.900,8,8,,1.2,,,,,,2021-06-23T03:50:28.900000Z,674.0,eq,r,25205.0,,genloc-nlls,ittaik,2022-01-26 08:58:58.121
125302,,,30.4323,35.3077,15.6612,2021-06-23 14:46:15.940,8,8,,1.4,,,,,,2021-06-23T14:46:15.940000Z,675.0,eq,r,25206.0,,genloc-nlls,ittaik,2022-01-26 08:58:58.123
125303,,,33.8896,35.7721,20.1823,2021-06-23 15:35:16.800,10,10,,1.5,,,,,,2021-06-23T15:35:16.800000Z,676.0,eq,r,25207.0,,genloc-nlls,ittaik,2022-01-26 08:58:58.125
125304,,,33.448,35.699,0.3435,2021-06-24 07:40:14.530,12,12,,2.1,,,,,,2021-06-24T07:40:14.530000Z,677.0,eq,r,25208.0,,genloc-nlls,ittaik,2022-01-26 08:58:58.127
125305,,,28.707,34.7565,6.2079,2021-06-25 03:19:13.150,14,14,,1.8,,,,,,2021-06-25T03:19:13.150000Z,678.0,eq,r,25209.0,,genloc-nlls,ittaik,2022-01-26 08:58:58.129
125306,,,32.8356,35.5896,17.7541,2021-06-25 06:31:37.510,10,10,,1.8,,,,,,2021-06-25T06:31:37.510000Z,679.0,eq,r,25210.0,,genloc-nlls,ittaik,2022-01-26 08:58:58.131
125307,,,31.0921,37.6389,23.7172,2021-06-27 14:04:57.460,19,19,,2.3,,,,,,2021-06-27T14:04:57.460000Z,680.0,eq,r,25211.0,,genloc-nlls,ittaik,2022-01-26 08:58:58.134
125308,,,31.5068,35.5614,13.0911,2021-06-28 14:42:04.300,20,20,,1.7,,,,,,2021-06-28T14:42:04.300000Z,681.0,eq,r,25212.0,,genloc-nlls,ittaik,2022-01-26 08:58:58.137
125309,,,31.5059,35.5538,15.5308,2021-06-28 15:38:50.770,16,16,,1.6,,,,,,2021-06-28T15:38:50.770000Z,682.0,eq,r,25213.0,,genloc-nlls,ittaik,2022-01-26 08:58:58.140
