evid,starttime,endtime,station,lon,lat,day_of_year
124112,2020-02-19T19:17:13.050000Z,2020-02-19T19:21:13.050000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",36.2125,32.9276,50
124113,2020-02-21T03:45:34.290000Z,2020-02-21T03:49:34.290000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",32.9423,34.8182,52
124114,2020-02-21T19:39:07.200000Z,2020-02-21T19:43:07.200000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.1625,32.6867,52
124115,2020-02-22T08:49:20.650000Z,2020-02-22T08:53:20.650000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",36.3949,34.4468,53
124116,2020-02-22T21:44:29.470000Z,2020-02-22T21:48:29.470000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.151,33.5881,53
124117,2020-02-23T00:51:28.880000Z,2020-02-23T00:55:28.880000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",34.4826,33.4218,54
124118,2020-02-24T01:08:52.640000Z,2020-02-24T01:12:52.640000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.5505,31.4805,55
124119,2020-02-24T03:33:18.070000Z,2020-02-24T03:37:18.070000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.7253,33.5856,55
124120,2020-02-24T05:05:40.460000Z,2020-02-24T05:09:40.460000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",33.6909,34.8931,55
124121,2020-02-25T16:11:25.610000Z,2020-02-25T16:15:25.610000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.6546,32.7986,56
124122,2020-02-25T17:37:08.040000Z,2020-02-25T17:41:08.040000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.0056,29.697,56
124123,2020-02-25T20:51:55.520000Z,2020-02-25T20:55:55.520000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",37.2249,32.5595,56
124124,2020-02-26T14:43:53.890000Z,2020-02-26T14:47:53.890000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",37.1724,33.7678,57
124125,2020-02-26T15:14:00.510000Z,2020-02-26T15:18:00.510000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",36.5044,33.8681,57
124126,2020-02-26T18:08:23.340000Z,2020-02-26T18:12:23.340000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.6853,33.2747,57
124127,2020-02-27T21:13:45.390000Z,2020-02-27T21:17:45.390000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.9405,34.3048,58
124128,2020-02-28T02:47:34.250000Z,2020-02-28T02:51:34.250000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.4503,32.9907,59
124129,2020-02-28T02:51:27.020000Z,2020-02-28T02:55:27.020000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.4372,33.771,59
124130,2020-02-28T04:15:22.190000Z,2020-02-28T04:19:22.190000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.9762,33.7494,59
124131,2020-02-28T04:17:24.860000Z,2020-02-28T04:21:24.860000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.7233,33.1259,59
124132,2020-02-28T06:35:34.500000Z,2020-02-28T06:39:34.500000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.2682,32.7234,59
124133,2020-02-28T16:44:17.830000Z,2020-02-28T16:48:17.830000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",32.1863,34.3537,59
124134,2020-02-29T07:06:58.660000Z,2020-02-29T07:10:58.660000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",34.4249,27.9117,60
124135,2020-03-01T02:39:36.760000Z,2020-03-01T02:43:36.760000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",34.6376,32.8961,61
124136,2020-03-02T13:16:46.740000Z,2020-03-02T13:20:46.740000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.0759,33.666,62
124137,2020-03-02T20:36:17.450000Z,2020-03-02T20:40:17.450000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",33.6263,34.8356,62
124138,2020-03-02T21:11:48.670000Z,2020-03-02T21:15:48.670000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.8125,33.74,62
124139,2020-03-03T00:42:51.640000Z,2020-03-03T00:46:51.640000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.5961,34.1909,63
124140,2020-03-03T17:47:45.520000Z,2020-03-03T17:51:45.520000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.5924,32.8865,63
124141,2020-03-03T22:13:22.240000Z,2020-03-03T22:17:22.240000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.3978,30.8727,63
124142,2020-03-05T09:15:00.220000Z,2020-03-05T09:19:00.220000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.0976,32.2461,65
124143,2020-03-05T19:46:04.030000Z,2020-03-05T19:50:04.030000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",32.8835,34.5636,65
124144,2020-03-06T15:42:19.300000Z,2020-03-06T15:46:19.300000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",33.6147,34.5461,66
124145,2020-03-07T01:22:24.450000Z,2020-03-07T01:26:24.450000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",33.4504,34.2409,67
124146,2020-03-09T09:51:00.570000Z,2020-03-09T09:55:00.570000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",34.9226,31.3738,69
124147,2020-03-09T13:49:46.560000Z,2020-03-09T13:53:46.560000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.2017,33.2359,69
124148,2020-03-09T18:41:24.440000Z,2020-03-09T18:45:24.440000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.9689,33.0433,69
124149,2020-03-10T02:10:25.820000Z,2020-03-10T02:14:25.820000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",32.5017,34.9098,70
124150,2020-03-10T16:31:47.420000Z,2020-03-10T16:35:47.420000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.1985,32.9374,70
124151,2020-03-10T20:42:37.700000Z,2020-03-10T20:46:37.700000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",34.6217,33.9143,70
124152,2020-03-10T23:01:07.600000Z,2020-03-10T23:05:07.600000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.9177,33.7427,70
124153,2020-03-12T02:53:56.860000Z,2020-03-12T02:57:56.860000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.8049,33.5603,72
124154,2020-03-12T12:04:20.050000Z,2020-03-12T12:08:20.050000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.1598,33.2593,72
124155,2020-03-12T14:35:04.860000Z,2020-03-12T14:39:04.860000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",36.9188,33.7789,72
124156,2020-03-13T03:57:54.030000Z,2020-03-13T04:01:54.030000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.6099,33.1756,73
124157,2020-03-13T11:07:03.440000Z,2020-03-13T11:11:03.440000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",33.637,27.937,73
124158,2020-03-13T19:49:25.640000Z,2020-03-13T19:53:25.640000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",33.5263,34.6136,73
124159,2020-03-14T20:50:39.400000Z,2020-03-14T20:54:39.400000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",33.7067,33.3995,74
124160,2020-03-15T08:07:27.670000Z,2020-03-15T08:11:27.670000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.8577,33.8665,75
124161,2020-03-15T12:12:31.210000Z,2020-03-15T12:16:31.210000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.5798,32.9756,75
124162,2020-03-15T12:13:05.210000Z,2020-03-15T12:17:05.210000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.4525,32.9168,75
124163,2020-03-16T07:46:35.350000Z,2020-03-16T07:50:35.350000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",34.7162,28.8786,76
124164,2020-03-16T21:02:19.740000Z,2020-03-16T21:06:19.740000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.1761,33.3365,76
124165,2020-03-16T23:34:06.810000Z,2020-03-16T23:38:06.810000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.16,33.3856,76
124166,2020-03-17T01:01:47.030000Z,2020-03-17T01:05:47.030000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.3558,32.0028,77
124167,2020-03-17T12:46:26.990000Z,2020-03-17T12:50:26.990000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.2315,33.2549,77
124168,2020-03-18T15:29:05.960000Z,2020-03-18T15:33:05.960000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",36.9995,34.0618,78
124169,2020-03-19T00:17:00.360000Z,2020-03-19T00:21:00.360000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",34.905,29.4577,79
124170,2020-03-20T12:18:08.330000Z,2020-03-20T12:22:08.330000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.6064,32.415,80
124171,2020-03-20T13:06:33.570000Z,2020-03-20T13:10:33.570000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.662,33.0155,80
124172,2020-03-20T14:56:02.900000Z,2020-03-20T15:00:02.900000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.468,31.4324,80
124173,2020-03-20T23:07:24.220000Z,2020-03-20T23:11:24.220000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.9053,33.7271,80
124174,2020-03-20T23:28:33.250000Z,2020-03-20T23:32:33.250000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.9288,33.2043,80
124175,2020-03-21T08:00:52.780000Z,2020-03-21T08:04:52.780000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",34.8383,29.525,81
124176,2020-03-22T04:28:18.870000Z,2020-03-22T04:32:18.870000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.5642,32.4069,82
124177,2020-03-22T07:17:18.850000Z,2020-03-22T07:21:18.850000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.6662,32.3361,82
124178,2020-03-22T22:56:52.700000Z,2020-03-22T23:00:52.700000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.4448,32.0975,82
124179,2020-03-23T15:19:23.250000Z,2020-03-23T15:23:23.250000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",36.9849,34.1405,83
124180,2020-03-24T22:59:31.940000Z,2020-03-24T23:03:31.940000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.1255,29.8864,84
124181,2020-03-26T23:19:19.620000Z,2020-03-26T23:23:19.620000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.2367,34.9104,86
124182,2020-03-27T03:45:43.210000Z,2020-03-27T03:49:43.210000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.5356,32.3942,87
124183,2020-03-27T03:45:51.200000Z,2020-03-27T03:49:51.200000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.5802,33.0817,87
124184,2020-03-27T04:26:19.610000Z,2020-03-27T04:30:19.610000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.9391,33.4791,87
