evid,starttime,endtime,station,lon,lat,day_of_year
123121,2018-09-29T20:55:55.570000Z,2018-09-29T20:59:55.570000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",34.7769,29.2135,272
123122,2018-09-29T22:12:45.470000Z,2018-09-29T22:16:45.470000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.122,29.9494,272
123123,2018-09-30T09:08:32.370000Z,2018-09-30T09:12:32.370000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.563,32.1108,273
123124,2018-09-30T09:25:44.340000Z,2018-09-30T09:29:44.340000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.5109,32.1115,273
123125,2018-10-01T16:10:26.150000Z,2018-10-01T16:14:26.150000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",34.5935,29.6839,274
123126,2018-10-01T18:32:39.090000Z,2018-10-01T18:36:39.090000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.3408,30.5454,274
123127,2018-10-02T01:50:22.550000Z,2018-10-02T01:54:22.550000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.6092,33.2935,275
123128,2018-10-02T02:42:23.320000Z,2018-10-02T02:46:23.320000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.6332,32.8863,275
123129,2018-10-02T04:45:53.370000Z,2018-10-02T04:49:53.370000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.5618,32.8158,275
123130,2018-10-03T13:56:00.530000Z,2018-10-03T14:00:00.530000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.4377,32.4208,276
123131,2018-10-03T14:18:36.950000Z,2018-10-03T14:22:36.950000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.0912,29.9946,276
123132,2018-10-03T16:33:25.530000Z,2018-10-03T16:37:25.530000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.5934,33.1886,276
123133,2018-10-03T21:45:12.360000Z,2018-10-03T21:49:12.360000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",33.9047,35.035,276
123134,2018-10-03T22:15:24.880000Z,2018-10-03T22:19:24.880000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.5904,32.845,276
123135,2018-10-03T22:21:08.550000Z,2018-10-03T22:25:08.550000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.225,33.7898,276
123136,2018-10-03T22:50:49.030000Z,2018-10-03T22:54:49.030000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.5593,32.8526,276
123137,2018-10-03T23:15:27.300000Z,2018-10-03T23:19:27.300000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.6366,34.0488,276
123138,2018-10-04T10:17:37.480000Z,2018-10-04T10:21:37.480000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.0073,29.7048,277
123139,2018-10-04T13:10:37.630000Z,2018-10-04T13:14:37.630000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.2722,32.5914,277
123140,2018-10-04T20:36:18.040000Z,2018-10-04T20:40:18.040000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.5299,32.8515,277
123141,2018-10-05T02:23:27.910000Z,2018-10-05T02:27:27.910000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.6376,33.2798,278
123142,2018-10-05T11:47:34.640000Z,2018-10-05T11:51:34.640000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.5576,32.8603,278
123143,2018-10-06T04:44:46.680000Z,2018-10-06T04:48:46.680000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",34.9639,29.6603,279
123144,2018-10-06T12:27:11.690000Z,2018-10-06T12:31:11.690000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.587,32.8706,279
123145,2018-10-06T17:53:13.340000Z,2018-10-06T17:57:13.340000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",34.2088,34.8355,279
123146,2018-10-07T01:01:59.200000Z,2018-10-07T01:05:59.200000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",33.4685,34.6401,280
123147,2018-10-07T02:57:56.310000Z,2018-10-07T03:01:56.310000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.057,30.0217,280
123148,2018-10-07T08:27:00.430000Z,2018-10-07T08:31:00.430000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",34.8199,29.326,280
123149,2018-10-07T21:20:47.850000Z,2018-10-07T21:24:47.850000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",33.6579,34.7207,280
123150,2018-10-08T16:09:02.820000Z,2018-10-08T16:13:02.820000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",34.8737,29.7766,281
123151,2018-10-08T19:59:06.960000Z,2018-10-08T20:03:06.960000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.424,33.021,281
123152,2018-10-09T03:13:08.740000Z,2018-10-09T03:17:08.740000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.5601,32.8632,282
123153,2018-10-09T04:48:38.410000Z,2018-10-09T04:52:38.410000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.0535,30.5224,282
123154,2018-10-09T08:49:35.080000Z,2018-10-09T08:53:35.080000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",34.1208,32.8328,282
123155,2018-10-10T01:18:37.690000Z,2018-10-10T01:22:37.690000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",33.5747,34.318,283
123156,2018-10-10T05:21:37.470000Z,2018-10-10T05:25:37.470000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",34.0828,34.5399,283
123157,2018-10-10T06:19:03.590000Z,2018-10-10T06:23:03.590000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.2491,32.4887,283
123158,2018-10-10T20:48:24.310000Z,2018-10-10T20:52:24.310000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.1561,30.342,283
123159,2018-10-10T20:58:41.470000Z,2018-10-10T21:02:41.470000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.1857,30.3424,283
123160,2018-10-11T10:19:10.810000Z,2018-10-11T10:23:10.810000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.4709,30.9638,284
123161,2018-10-11T10:26:16.340000Z,2018-10-11T10:30:16.340000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.5133,30.9449,284
123162,2018-10-11T10:56:54.290000Z,2018-10-11T11:00:54.290000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.3595,32.8307,284
123163,2018-10-11T11:28:13.870000Z,2018-10-11T11:32:13.870000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.4966,30.9484,284
123164,2018-10-11T11:50:32.630000Z,2018-10-11T11:54:32.630000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.5023,30.9416,284
123165,2018-10-11T15:30:50.360000Z,2018-10-11T15:34:50.360000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.4846,30.9561,284
123166,2018-10-11T15:47:52.540000Z,2018-10-11T15:51:52.540000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.6223,33.3164,284
123167,2018-10-11T16:53:07.290000Z,2018-10-11T16:57:07.290000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.4758,30.952,284
123168,2018-10-11T16:56:56.570000Z,2018-10-11T17:00:56.570000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.4844,30.9424,284
123169,2018-10-12T07:43:11.300000Z,2018-10-12T07:47:11.300000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.6313,32.8141,285
123170,2018-10-12T14:28:26.260000Z,2018-10-12T14:32:26.260000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.4891,30.9642,285
123171,2018-10-13T03:42:50.870000Z,2018-10-13T03:46:50.870000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.0785,30.0211,286
123172,2018-10-13T06:16:40.770000Z,2018-10-13T06:20:40.770000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.0767,29.9371,286
123173,2018-10-13T06:23:12.760000Z,2018-10-13T06:27:12.760000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.1047,29.9344,286
123174,2018-10-13T08:34:28.410000Z,2018-10-13T08:38:28.410000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",33.924,34.6647,286
123175,2018-10-13T12:03:38.410000Z,2018-10-13T12:07:38.410000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.0878,29.9325,286
123176,2018-10-14T00:17:30.380000Z,2018-10-14T00:21:30.380000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.4229,33.3119,287
123177,2018-10-15T10:50:10.710000Z,2018-10-15T10:54:10.710000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.1672,30.1503,288
123178,2018-10-15T10:56:39.820000Z,2018-10-15T11:00:39.820000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.1099,30.1566,288
123179,2018-10-15T15:53:25.050000Z,2018-10-15T15:57:25.050000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",32.6648,29.302,288
123180,2018-10-16T06:49:09.140000Z,2018-10-16T06:53:09.140000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.5944,32.9689,289
123181,2018-10-16T14:22:58.770000Z,2018-10-16T14:26:58.770000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",34.7695,29.4038,289
123182,2018-10-16T22:25:58.710000Z,2018-10-16T22:29:58.710000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.7761,33.2135,289
123183,2018-10-17T12:37:17.080000Z,2018-10-17T12:41:17.080000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",32.5266,29.1371,290
123184,2018-10-17T22:57:23.380000Z,2018-10-17T23:01:23.380000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.3681,32.774,290
123185,2018-10-18T00:00:20.800000Z,2018-10-18T00:04:20.800000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.8872,33.1151,291
123186,2018-10-18T11:19:05.980000Z,2018-10-18T11:23:05.980000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",34.7057,29.2753,291
123187,2018-10-18T16:09:29.120000Z,2018-10-18T16:13:29.120000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.5282,33.5258,291
123189,2018-10-19T11:25:03.700000Z,2018-10-19T11:29:03.700000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",32.9904,29.3684,292
123190,2018-10-19T12:18:27.590000Z,2018-10-19T12:22:27.590000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.7095,33.4996,292
123191,2018-10-19T14:30:10.620000Z,2018-10-19T14:34:10.620000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",34.7846,29.2123,292
123192,2018-10-19T14:35:19.690000Z,2018-10-19T14:39:19.690000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",34.7763,29.1884,292
123193,2018-10-19T23:15:01.440000Z,2018-10-19T23:19:01.440000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.6792,32.9691,292
123194,2018-10-19T23:34:22.420000Z,2018-10-19T23:38:22.420000Z,"ALMT,AMID,BLGI,BTOR,DSHN,ENGV,GEM,GLHS,GNNR,GOSH,HDNS,HNTI,HULT,IZRL,KDZV,KNHM,KSH0,LVBS,MGDL,MLDT,MSAM,NATI,OFRI,RMOT,RSPN,SHGL,SPR,TVR,ZRT",35.4473,31.5916,292
