plt_num,pickTime,Phase,evid,confidence
18434.9953372958,2020-06-21 23:53:17.142,P,124490,0.0
18441.80910026797,2020-06-28 19:25:06.263,P,124497,0.0
18442.06836644494,2020-06-29 01:38:26.860,P,124499,0.0
18442.6050651,2020-06-29 14:31:17.627,P,124500,
18442.60509598608,2020-06-29 14:31:20.293,S,124500,0.0
18443.9618952,2020-06-30 23:05:07.741,P,124502,
18445.8582937,2020-07-02 20:35:56.577,P,124504,
18446.6556956,2020-07-03 15:44:12.097,P,124505,
18446.65575958116,2020-07-03 15:44:17.627,S,124505,1.0
18450.9375618,2020-07-07 22:30:05.339,P,124508,
18454.1139279,2020-07-11 02:44:03.370,P,124512,
18454.11394288991,2020-07-11 02:44:04.665,S,124512,0.0
18455.7504915,2020-07-12 18:00:42.461,P,124514,
18466.2001318,2020-07-23 04:48:11.387,P,124520,
18466.40011530092,2020-07-23 09:36:09.961,S,124521,0.0
18466.972598231965,2020-07-23 23:20:32.487,P,124522,0.0
18471.135105300928,2020-07-28 03:14:33.098,S,124525,1.0
18473.10541321894,2020-07-30 02:31:47.702,P,124529,0.0
18485.3614351,2020-08-11 08:40:27.993,P,124540,
18485.36146961208,2020-08-11 08:40:30.974,S,124540,0.0
18486.6476728,2020-08-12 15:32:38.926,P,124542,
18488.941464,2020-08-14 22:35:42.487,P,124544,
18494.67993977362,2020-08-20 16:19:06.796,P,124551,0.0
18497.5648892,2020-08-23 13:33:26.427,P,124558,
18497.564919537155,2020-08-23 13:33:29.048,S,124558,1.0
18499.51299583048,2020-08-25 12:18:42.839,P,124560,0.0
18501.84413436244,2020-08-27 20:15:33.208,P,124563,0.0
18504.84345899557,2020-08-30 20:14:34.857,S,124572,1.0
18507.28098619349,2020-09-02 06:44:37.207,P,124575,0.0
18507.79146718912,2020-09-02 18:59:42.765,S,124579,1.0
18508.9200506,2020-09-03 22:04:52.369,P,124582,
18508.920065391187,2020-09-03 22:04:53.649,S,124582,0.0
18510.700179566727,2020-09-05 16:48:15.514,P,124585,0.0
18520.391822,2020-09-15 09:24:13.423,P,124597,
18520.391929640424,2020-09-15 09:24:22.720,S,124597,0.0
18520.8518487,2020-09-15 20:26:39.727,P,124598,
18520.85195569517,2020-09-15 20:26:48.972,S,124598,0.0
18520.85235634838,2020-09-15 20:27:23.588,P,124600,0.0
18520.852463234973,2020-09-15 20:27:32.823,S,124600,0.0
18520.939515026235,2020-09-15 22:32:54.098,S,124602,1.0
18523.8654481,2020-09-18 20:46:14.712,P,124607,
18523.86548169441,2020-09-18 20:46:17.618,S,124607,2.0
18525.6635802,2020-09-20 15:55:33.331,P,124615,
18527.2606249,2020-09-22 06:15:17.987,P,124618,
18527.260681735323,2020-09-22 06:15:22.901,S,124618,2.0
18528.12323487061,2020-09-23 02:57:27.492,S,124620,2.0
18533.22363547604,2020-09-28 05:22:02.105,P,124628,0.0
18533.223689676222,2020-09-28 05:22:06.788,S,124628,2.0
18537.32332205967,2020-10-02 07:45:35.025,P,124632,0.0
18539.013131361367,2020-10-04 00:18:54.549,S,124633,2.0
18539.382844489974,2020-10-04 09:11:17.763,P,124634,0.0
18539.38292739034,2020-10-04 09:11:24.926,S,124634,0.0
18539.47583652482,2020-10-04 11:25:12.275,P,124635,0.0
18542.673551908138,2020-10-07 16:09:54.884,S,124640,0.0
